-0.5  0.5   0.00955429  0.00924052
 0.5  1.5   0.0157132   0.00157132
 1.5  2.5   0.0183948   0.00183948
 2.5  3.5   0.0181016   0.0027447
 3.5  4.5   0.0199812   0.00199812
 4.5  5.5   0.0222383   0.0039501
 5.5  6.5   0.0252776   0.00409595
 6.5  7.5   0.0         0.0
 7.5  8.5   0.00882213  0.0056794
 8.5  9.5   0.0101583   0.00483774
 9.5  10.5  0.0132194   0.00458321
 10.5 11.5  0.0130032   0.00519022
 11.5 12.5  0.0138557   0.0049806
 12.5 13.5  0.0609955   0.0781757
 13.5 14.5  0.0373646   0.00373646
