-0.5  0.5   0.00599954   0.000599954
 0.5  1.5   0.00986695   0.000986695
 1.5  2.5   0.0115508    0.00115508
 2.5  3.5   0.0113668    0.00113668
 3.5  4.5   0.012547     0.00147573
 4.5  5.5   0.0139643    0.00139643
 5.5  6.5   0.0158729    0.00158729
 6.5  7.5   0.0          0.0
 7.5  8.5   0.00635394   0.00206233
 8.5  9.5   0.00731631   0.00211086
 9.5  10.5  0.009521     0.00236004
 10.5 11.5  0.00936524   0.00245332
 11.5 12.5  0.00997924   0.00201087
 12.5 13.5  0.0226358    0.0260797
 13.5 14.5  0.0234628    0.00234628
