-0.5  0.5 -0.5    0.5    -1.0     1.0 	  0.21
-0.5  0.5  6.5   10.5    -1.0     0.6     0.52
-0.5  0.5  6.5   10.5     0.6     1.0     0.23
-0.5  0.5 14.5   18.5    -1.0     0.6     0.14
-0.5  0.5 14.5   18.5     0.6     1.0     0.11
0.5   1.5  0.5    1.5    -1.0     1.0 	  0.21
0.5   1.5  6.5   10.5    -1.0     0.6     0.51
0.5   1.5  6.5   10.5     0.6     1.0     0.32
0.5   1.5 14.5   18.5    -1.0     0.6     0.19  
0.5   1.5 14.5   18.5     0.6     1.0     0.18  
