8
-1   -1   2750.20 3332.00 3914.70 4497.00 5078.40 5659.70 6243.40 6824.20
0    6000 2839.70 3423.50 4005.40 4588.60 5172.20 5754.60 -1000.0 -1000.0
6000 7000 2844.55 3434.65 4021.11 4610.74 5170.98 5760.62 6334.47 6915.37
7000 8000 3008.71 3587.54 4170.73 4753.63 5336.29 5917.53 6498.30 7083.16
8000 8550 3014.42 3596.01 4177.71 4759.50 5341.69 5923.88 6504.88 7087.07
8550 8800 3004.25 3588.05 4168.84 4749.28 5328.71 5917.91 6496.31 7077.30
8895 9300 3014.69 3600.57 4178.89 4764.24 5342.35 5931.73 6506.37 7090.15
9301 9999 3014.69 3600.57 4178.89 4764.24 5342.35 5931.73 6506.37 7090.15

