recoTheta,trueTheta
10.369650,10.371831
35.545299,33.997926
33.585659,25.331493
7.504828,7.892597
10.164866,9.760196
22.970832,8.534444
8.443990,7.768521
48.185294,44.194984
8.911561,7.757447
15.849982,12.374413
23.604013,26.845880
19.681946,16.283866
34.886539,35.720383
25.417887,25.032889
21.532427,27.479412
22.196129,22.138057
3.302509,2.615315
3.074853,2.722395
3.009734,2.769444
43.552061,41.159359
4.679772,4.513492
13.197151,13.634214
4.765798,3.867106
17.057520,16.025072
32.583851,24.984703
7.136991,15.674049
14.971793,15.196042
26.090952,26.136900
18.395778,17.228508
29.425558,29.089847
33.421099,28.336736
8.006360,8.414309
25.287117,25.100776
1.994687,0.328053
12.770839,12.500836
31.738972,32.525660
12.340935,12.847673
17.851278,16.720641
5.014384,4.316565
8.080532,8.153023
20.599952,20.490935
22.843234,21.012161
24.521237,23.577064
27.224336,28.341743
17.711874,17.087404
11.498911,11.650310
17.036737,10.822819
23.094445,18.868983
39.889859,40.908668
26.248399,30.065132
3.985706,4.062016
8.233683,9.452906
28.678179,31.305083
11.288996,11.236820
26.350406,24.990402
16.912603,15.900320
34.972815,32.181125
17.101810,16.813653
34.298494,14.815939
7.526395,6.714401
19.482057,13.777799
15.266057,14.720026
15.629175,12.445891
38.427671,38.812966
4.024480,3.830270
3.564142,3.433933
33.226688,32.958575
12.916008,12.313661
17.564950,19.205112
20.903630,18.405677
21.830210,18.774159
35.898670,34.724697
10.746476,10.931568
16.115945,13.155637
47.055229,48.081718
21.997810,25.306498
22.852865,24.807887
21.537646,22.824515
22.411912,22.400847
24.411030,23.616283
4.417964,4.409666
8.397279,7.979048
41.355246,27.676269
45.394582,43.779210
9.471021,7.871604
35.277723,29.427741
4.018441,4.380074
27.360937,25.761560
22.919024,19.245726
22.585752,24.949022
18.492678,17.714085
27.775607,27.479605
33.503536,23.697673
58.398804,56.902721
31.403999,25.869986
39.009998,17.509007
13.878405,12.804783
9.361285,9.448496
4.828888,4.526753
4.995242,5.042282
37.432654,38.511871
26.818960,25.245543
8.923171,8.771314
5.574009,5.824266
52.669110,45.803061
28.243969,38.273718
37.125271,26.064919
7.655656,9.265247
26.978846,27.576770
37.308438,34.430293
14.933303,14.425053
24.268351,27.082606
26.691918,25.597440
10.733024,9.498439
11.017692,10.346382
13.704288,14.280481
2.512247,2.895297
25.724825,22.549668
2.764704,3.887460
23.132472,23.096300
18.987433,18.835935
34.006976,33.836638
15.762255,13.570553
12.684375,12.278221
6.651926,6.294603
12.443276,12.231934
5.561232,7.012772
35.974316,23.838907
15.247472,11.269738
2.832412,4.786429
50.294263,19.791145
47.482506,49.702328
26.268492,28.817728
10.108108,9.841769
64.710758,63.788222
20.569578,21.168254
61.472198,58.213557
6.235267,4.444838
23.854863,23.984155
19.159422,19.075626
38.176296,37.675450
30.239531,29.891353
17.400298,16.612927
25.518106,20.480328
52.157545,52.426510
50.239793,52.116152
20.416095,15.994524
13.410312,8.982795
38.966634,34.929149
11.718487,11.423254
31.956241,31.977141
14.081305,10.836670
30.983585,31.453034
27.490897,24.385086
32.152778,28.563259
21.858570,22.387347
20.481343,20.566176
9.658503,8.982248
10.178171,13.106495
23.495845,22.694210
12.861028,11.573995
6.915769,6.449017
10.784742,9.162980
7.966294,7.713095
8.318076,7.999394
29.622948,28.017486
8.865677,7.471259
19.731197,20.278188
26.611307,26.574009
16.532804,17.909207
16.998066,21.645624
6.138683,6.466689
44.400129,43.865812
30.055273,27.806883
10.898183,5.525028
11.147581,10.067378
67.112401,34.017282
3.105136,3.530529
14.432632,13.777943
11.607904,10.966450
34.300464,29.496057
19.681358,13.122750
17.033637,16.906861
22.879038,16.735283
13.899248,12.683535
16.769654,14.841519
9.604084,10.035385
38.765031,37.573162
15.530402,22.842715
38.552383,33.603206
22.113938,22.378477
9.170848,8.358652
5.591982,6.002602
45.393963,45.336013
16.595240,16.921698
8.128834,7.368573
25.055454,23.225821
18.667063,18.241834
1.478829,1.603765
3.967238,2.973219
24.883021,23.697443
7.006951,6.387274
34.931236,45.978749
44.639576,45.982330
35.748363,32.854117
46.804102,45.234437
20.327350,17.359013
21.994336,21.654899
29.850053,22.071389
33.878535,32.706865
5.260156,5.519102
8.385789,7.951866
3.321484,3.025174
10.156038,11.545722
6.886637,6.420923
5.406822,5.290984
4.662873,4.088782
29.740660,29.495377
29.340509,27.693998
30.533214,27.131982
35.231894,34.738658
37.981994,38.332282
20.057625,18.669901
19.203316,16.719656
10.252098,10.061163
22.360387,21.784935
11.647401,10.736911
30.830218,29.645671
8.077446,7.390615
7.130748,7.202388
29.744308,29.977714
15.156907,14.638992
12.991679,11.350518
7.845203,6.890395
63.970931,48.169630
11.582877,18.357300
2.670858,3.524534
7.737738,7.738854
18.017990,23.308687
17.030419,14.875293
19.252014,19.519602
24.373677,17.240161
9.372805,9.123285
26.645275,25.025810
26.583031,21.509917
6.373507,5.749105
20.449003,23.867155
9.665869,9.032614
45.378650,14.385820
26.438544,25.409818
9.300962,9.819566
8.966244,7.114939
28.320730,25.964179
17.182442,17.171745
15.341091,15.585013
47.803888,34.600545
8.014986,8.374330
21.421456,22.422264
12.463594,12.375114
9.078375,7.975234
18.755782,14.333535
10.504852,10.841210
39.422464,37.225532
25.772370,19.781137
33.103751,34.617880
40.402243,39.782122
9.640574,8.325037
12.110187,11.418649
12.210832,12.721834
4.062306,4.037742
37.460002,32.086312
17.487313,16.613142
33.687910,36.476857
1.569725,1.119426
18.669591,19.684470
30.592619,28.892123
37.138141,36.963448
1.457100,4.245240
12.122602,7.807559
14.106521,14.207461
25.369914,22.787996
26.766139,28.437896
31.413940,25.160243
20.153971,19.594516
3.753481,3.945261
9.287323,9.008589
15.065442,16.749580
68.147028,61.753802
18.130784,19.090072
15.841477,13.307987
25.444306,25.111786
28.740954,6.268415
31.293132,24.876275
12.793345,11.877067
31.734680,32.561573
11.595236,11.307926
10.902409,11.645828
4.374481,4.767359
3.492110,4.406200
11.144630,10.283959
25.176175,23.183412
7.674884,7.297186
56.981791,60.369463
47.323199,47.901018
9.562894,10.448094
10.686272,9.334373
13.954571,14.163926
27.503109,27.521488
6.599122,6.705340
8.043812,17.425758
15.708029,15.549471
29.894574,28.483030
16.950034,17.845574
48.272392,46.880164
9.972732,10.602704
2.655865,2.267881
28.325711,28.206044
30.612945,24.552371
8.871525,7.896998
12.741561,12.817905
8.208463,7.882917
8.456192,9.071014
3.716047,3.626283
23.776522,19.078813
26.447632,25.781825
19.549037,20.304668
18.368791,18.887633
10.467379,10.028837
12.843817,9.933433
20.014803,19.720826
43.787270,41.777086
13.127082,4.931653
31.413435,29.384053
10.740558,10.740521
37.891633,36.077312
56.916450,56.042547
12.968964,12.279811
6.555922,5.600177
21.218528,18.666817
14.199583,8.994533
25.051010,23.882706
34.871513,35.366902
30.906365,23.460246
36.587467,36.344331
16.406576,16.061575
20.907162,17.909951
10.094185,11.364617
1.856356,2.110349
28.219899,28.598252
4.174763,4.929984
16.599819,15.454444
26.639434,25.654017
48.174191,44.031780
20.550451,20.574069
16.907883,17.058149
40.247680,42.555753
9.290137,8.955347
15.613740,13.845335
23.602358,18.597145
5.106339,6.323752
11.775419,10.108828
23.408663,19.334847
13.748688,12.355100
12.493955,12.189856
30.098136,30.373900
28.966612,27.363701
37.116188,29.994196
14.146694,6.639710
34.195300,31.741185
8.574873,6.132452
44.819604,48.190870
6.160298,6.000707
16.198685,14.814256
23.373144,22.762827
19.703087,19.684349
24.683371,19.875967
8.122649,8.930918
36.282828,37.593028
14.708840,15.306925
31.614334,30.114326
30.116000,28.112736
10.871979,11.168740
5.762386,6.730680
31.351567,20.757656
22.517516,22.321602
6.874921,5.740951
25.906693,24.614226
10.681980,10.762782
22.734098,22.871359
14.021525,14.495813
34.550513,34.110568
5.781877,4.819223
60.660209,61.912497
29.961190,31.847164
15.699714,15.392190
43.426606,43.488615
15.311439,13.530062
20.305485,19.760430
3.776313,3.536458
7.174058,6.201848
36.569885,34.920344
39.378888,36.405237
14.852274,14.013517
22.662890,21.925835
22.930343,22.164070
34.523382,32.569884
33.727823,33.353678
19.396928,12.036551
11.266347,8.822896
23.434987,21.391823
36.769991,42.066772
20.372730,16.571201
33.541987,31.162527
3.887963,3.192059
9.446624,9.295339
20.174935,15.758420
15.545509,14.353317
6.284409,5.848949
28.387203,26.763173
17.716274,15.882310
41.203440,40.953585
27.768850,27.462474
4.110517,3.810126
12.159445,12.330320
63.090125,63.399087
39.181512,40.895926
23.729381,23.927617
21.853709,20.777141
19.573079,18.542088
13.070770,13.573537
21.849185,22.361159
32.901747,32.057794
17.344608,17.547832
24.088072,23.662759
10.932504,10.767408
16.863593,14.555193
4.111327,6.407533
26.834292,26.533008
9.987000,10.649855
18.625341,17.120022
22.826681,21.067086
22.669652,22.004756
18.431834,17.215197
34.502195,31.324736
55.978833,51.399387
19.328110,19.135412
18.442460,29.562728
19.680455,19.559353
26.167621,24.733592
12.787791,13.980195
13.192648,12.426036
9.663916,9.622939
3.831599,3.943424
27.681885,26.766518
33.610783,32.783797
14.538184,15.270103
6.714226,6.784170
18.135612,16.655732
27.046143,26.398200
7.630852,7.415530
9.665909,4.504239
4.280067,3.972073
45.582331,44.436574
35.359243,32.255499
19.233725,34.949304
7.406660,6.036438
31.089167,28.851186
40.729327,34.434696
17.852225,17.047167
12.021623,10.713293
33.076222,29.376062
16.785354,17.106768
32.966980,30.555940
10.605636,5.298681
15.606747,15.262087
17.629373,14.067894
13.901764,15.168645
9.759693,10.095530
17.988863,23.601317
6.903960,6.746135
9.176781,8.404058
18.005973,17.350358
28.937179,21.846386
38.145311,35.294294
5.813385,4.857163
13.200098,13.487255
27.197195,27.323648
23.700009,23.181451
43.078645,42.997051
15.416630,15.121313
11.076933,6.694129
32.039812,32.181997
8.935735,11.507953
38.353250,37.538228
40.810068,39.201222
12.673717,13.338619
19.774315,22.120650
11.907510,8.795177
41.598056,42.135161
19.668242,19.083294
70.040238,67.877898
33.936454,15.883982
38.980198,38.045095
19.596176,18.348331
48.209149,44.225643
14.903735,15.189552
14.128839,11.402734
41.952928,36.008278
15.605364,14.643667
34.801249,33.636513
30.454581,28.995011
12.119365,12.259161
2.847370,3.879240
17.238882,18.091542
11.001455,10.274409
9.830794,9.839511
15.675743,11.871440
18.469493,12.002851
27.606581,26.488411
1.966425,7.909342
13.974935,13.106842
7.725502,7.693324
11.195384,14.505770
16.237459,15.288259
50.814907,37.024516
28.299026,28.373588
16.248643,15.306679
19.257844,20.889939
13.344879,13.022299
22.405489,21.603858
8.007708,2.514272
19.204738,16.398969
11.021087,11.540876
7.742657,8.877037
29.098991,24.400591
8.841269,8.913633
4.463965,3.499559
7.450402,6.661266
9.112337,9.327612
13.011033,12.554210
3.254196,3.088764
2.931913,3.448895
11.870776,13.054103
14.356774,13.911710
46.174555,47.274006
32.169260,31.966847
29.177523,26.643600
44.353447,42.179887
4.922627,2.919669
14.220938,13.337923
14.325449,14.849383
23.428709,23.789690
35.088818,34.377491
51.978291,47.637984
13.462252,13.596233
12.700447,11.909562
17.500423,17.209934
13.622749,13.312659
4.729860,4.070733
11.576991,11.494713
26.486841,25.947957
11.648957,11.792861
25.922900,23.801667
11.662649,11.509870
43.595750,45.043466
11.110815,16.788712
15.313236,15.354846
12.990175,13.016690
13.358277,13.741832
33.661783,32.846248
32.199920,24.972281
12.162055,12.708397
28.168477,28.921725
26.126634,40.523826
9.334604,8.935097
38.775006,39.781417
39.520523,35.689621
34.559550,33.479121
13.639110,12.384799
18.395572,18.792137
20.029895,20.249306
6.311276,5.440893
2.156675,2.071504
5.122926,4.853451
17.377204,16.568386
9.300983,17.150182
23.008876,3.466393
11.585853,11.141838
9.792175,9.003179
23.914647,24.264562
69.656943,68.884899
9.466433,8.866607
12.512364,11.250971
16.366192,15.643062
7.482282,7.378339
24.921635,25.780498
10.621100,10.318983
20.331026,18.833163
29.235697,29.019758
8.765265,8.482278
25.790131,23.650401
15.720235,15.759149
15.239523,14.708436
14.623715,11.462296
26.864606,26.947355
11.138356,10.919676
30.033378,23.118855
12.073000,11.179314
9.496846,9.861689
19.778170,13.277880
12.708134,12.480957
24.525063,22.982109
22.808602,19.502710
4.340817,3.810845
22.064553,22.535727
24.502856,28.292765
44.766459,44.190884
3.488520,2.918596
4.924776,5.291280
15.122412,16.360871
7.992102,7.928132
10.656044,10.732510
58.583227,58.798080
19.879442,19.476998
14.303086,13.651617
48.349715,47.435585
55.276712,51.898816
13.170124,12.215465
34.430444,33.044896
24.647978,23.772066
12.965920,12.700757
64.144931,60.846388
18.756706,17.551524
47.903688,46.434642
7.531061,4.395430
26.642808,27.450401
20.322640,23.976769
24.279250,29.315834
53.340340,54.282958
24.281492,23.721199
47.237738,44.706405
27.270412,26.228215
31.677530,30.763129
4.204866,4.091655
10.439258,9.928046
37.509684,39.758195
4.213287,4.197500
9.350614,8.761858
7.317136,9.537535
19.617212,19.621545
42.039709,43.786865
19.775809,19.702276
41.950083,40.619946
54.079519,54.538545
49.431444,48.436226
24.077485,20.597564
24.443674,25.740966
9.274787,8.415173
22.763639,22.250009
30.225708,28.735933
32.858700,31.542356
13.212445,12.278478
24.845667,23.462450
7.607619,7.448190
2.201049,4.909915
17.244240,17.833791
17.432337,14.221438
7.563095,7.497163
10.587920,7.844252
25.880151,24.963082
11.931568,11.411902
47.196902,46.450665
11.952281,11.276935
16.697550,17.288732
6.127111,5.890824
10.393415,12.920560
30.716206,31.239677
39.052731,37.613305
15.556757,14.203049
19.900010,17.518812
74.505066,73.884354
12.761118,11.764436
10.327254,9.013517
18.349622,17.606784
12.092822,10.938607
18.279262,17.961364
27.153377,26.766169
21.510113,21.550954
16.465163,14.900534
16.575176,16.535084
15.432129,16.458186
55.087690,53.377623
14.405614,21.131368
3.926255,3.292058
51.094365,52.308642
20.575818,19.478442
23.048973,19.402892
7.913039,7.952039
3.549500,4.650084
4.432615,5.132860
17.749082,17.077487
15.733288,14.898396
16.135692,16.755078
34.845181,29.230165
9.170440,10.593736
3.082420,3.591069
20.855471,20.549410
23.287515,23.612029
16.310324,16.319964
28.887521,26.360961
12.129982,13.142546
37.903286,36.093594
17.146291,16.879690
9.501729,8.893156
18.421235,18.169286
37.536978,35.670732
4.754728,4.443692
4.366325,4.425406
37.037615,34.884879
34.320378,29.897301
50.389415,47.824158
32.997719,31.793119
35.007982,33.317237
19.045623,18.206431
32.053644,31.706932
17.617224,14.312317
25.749323,26.632646
29.090942,28.752578
51.027970,49.867437
45.687960,46.507026
1.992822,1.675964
10.405844,9.802371
22.495336,22.716798
11.464667,10.977682
9.153453,9.671176
21.830660,22.978426
10.900838,14.504979
24.568664,24.373909
27.418105,28.319175
8.236520,10.456189
29.640893,30.189604
6.222898,5.582898
2.301463,1.209984
16.253841,15.364103
17.425735,16.042073
7.795281,8.639838
5.852098,6.403921
8.725688,7.965432
10.798367,11.492485
16.385876,12.577253
13.796844,11.104859
7.619193,7.030986
25.151735,17.840603
17.925914,17.687926
21.578318,21.201528
26.324065,25.690248
9.853410,10.146718
4.595038,4.433498
8.718527,8.324754
8.834867,7.764452
23.042901,22.910815
13.697180,13.088034
55.859278,55.046988
9.199516,8.485449
26.194078,21.297809
34.412573,31.136191
47.945119,41.872740
9.928046,10.047255
18.391373,19.304251
32.512077,28.420321
27.283124,26.773986
23.777784,23.578174
32.654427,36.668823
3.567272,4.092085
14.813895,16.116548
15.790416,16.117311
11.859631,13.450056
26.829979,28.490175
20.602621,25.517781
33.151680,35.776833
29.153424,31.472604
10.670071,11.074213
28.444658,28.278452
13.004372,13.193606
22.020355,22.701927
27.624918,24.794722
39.913923,43.554955
10.123896,10.761246
14.318022,13.503206
12.790908,12.097810
7.379908,6.157656
6.457586,6.690759
21.429459,20.027831
16.368507,13.648882
17.466628,16.820948
11.846347,11.306515
23.540674,22.866087
54.360437,55.804824
34.504878,34.439938
21.226236,22.113267
22.887442,21.042437
14.616111,13.842038
8.075720,9.983356
15.948142,14.003712
6.586719,6.077606
4.815929,4.608149
2.682412,2.532578
7.795709,7.658244
36.036093,37.003918
18.778604,17.793100
9.708327,7.676392
56.110377,55.790322
22.733435,23.257107
26.912594,35.030121
33.468552,37.118961
24.524569,23.739351
24.093360,23.311509
7.274593,6.633623
14.541285,15.598507
23.618099,23.142345
19.167682,16.780067
11.817683,11.886339
16.721947,16.355208
28.646260,28.122787
18.146953,19.115805
31.517736,29.558062
5.967589,3.429939
3.386916,3.019280
9.433089,10.685222
23.263325,30.284595
30.423553,27.681011
21.345044,21.671903
50.882977,50.123367
8.065991,8.344968
4.204633,3.593413
20.334968,19.415491
21.096518,20.925596
19.582598,19.345788
6.034067,6.951301
13.622227,11.103104
17.310059,17.677368
6.297156,4.924139
22.772993,22.321431
36.994515,31.593506
11.707805,11.847112
3.701739,3.262728
7.014897,6.255766
22.857701,27.725116
8.229199,8.009547
29.911425,28.831632
42.680588,47.241915
29.743702,28.781822
29.877268,26.962619
41.027205,30.384063
33.344938,32.954696
15.412365,15.868827
9.264971,10.258198
21.062877,21.223123
11.615489,11.140813
23.368383,22.308065
19.411854,19.526224
5.727381,5.118794
21.600120,10.841083
9.580003,12.562691
34.832567,32.489692
7.421666,7.544832
49.563108,47.507239
14.027853,13.180747
28.822694,24.787775
7.273055,6.931407
34.112650,34.912098
12.150752,12.020114
15.560589,12.252484
12.568766,11.941756
25.810210,27.565046
15.266718,9.623531
6.728436,6.722895
9.403455,9.287767
27.581646,27.932897
16.048535,16.594594
6.921241,10.251849
13.331319,12.923019
17.327852,19.425762
31.030223,26.544221
10.853858,8.754882
14.968845,15.519122
5.564966,5.626293
0.740721,1.072832
29.925270,29.000400
26.373448,24.477177
7.518308,7.586049
28.583830,27.646491
23.700893,22.904901
23.213495,24.662820
19.377443,15.363832
10.947512,10.235564
48.875036,48.258946
9.140306,8.741612
33.916250,32.631774
6.711918,8.421168
9.306032,8.936856
8.835934,8.457980
2.357089,4.400996
25.322559,25.389849
19.556027,19.749144
10.222545,10.120612
37.156742,36.671957
9.531742,8.257186
27.102515,25.001362
9.256865,9.111798
35.447195,33.831848
20.223330,18.226991
8.770059,9.539864
19.845176,24.211346
8.219339,9.225072
8.424595,8.154444
29.111467,30.032695
23.872236,22.696954
14.196742,15.287262
10.492107,9.726213
25.833559,26.320645
44.487237,44.477236
10.936591,10.902807
1.590409,1.627505
33.188196,33.554476
14.472423,14.199374
12.454967,11.758690
12.535830,11.986944
22.548056,21.705623
31.920793,29.851604
17.203596,17.258692
21.042456,19.071853
39.370824,39.637377
21.806108,18.654927
3.375683,6.937828
20.297974,19.837489
11.811828,12.908504
22.547584,19.360957
16.411387,21.600686
18.025849,12.592285
15.953573,15.833343
8.904349,8.570314
14.962880,14.653943
29.349059,25.442939
29.080074,28.887373
29.559156,30.125637
40.171325,36.847425
25.154893,24.230742
49.493300,49.064414
23.420901,16.288689
28.919854,29.583681
8.084540,8.253428
5.383832,4.157134
25.096903,25.361743
18.467747,16.374589
23.705625,25.302511
28.313646,27.133001
25.910882,26.198263
38.603699,38.917298
23.341799,25.472208
29.672166,28.638722
13.856490,10.227585
17.562483,16.389410
25.220613,24.329284
32.089841,31.352354
17.860411,13.380328
22.996265,23.050150
2.992186,3.157651
19.979211,21.857497
4.663881,6.154280
15.225212,14.266741
17.110460,17.284986
22.842125,22.608416
9.559152,8.626938
19.995028,20.591496
10.366746,11.031693
17.983477,18.709291
8.495627,8.472525
12.995385,12.665060
41.208152,40.149815
5.547224,5.645142
8.732327,8.601196
8.743814,11.657715
28.466963,28.987823
12.904728,12.663876
30.710148,31.856295
