recoP,trueP
2.914725,3.383736
3.580078,3.395205
2.391412,2.152347
1.055739,0.934356
1.329504,1.518825
1.275491,1.263191
6.370642,4.595474
5.111305,5.506404
2.703443,2.772883
1.048470,0.857498
0.655198,0.706291
0.490678,0.496516
4.144209,4.171445
1.130855,0.930626
0.478948,0.485321
3.253534,1.457196
2.393017,2.314127
1.090232,1.035299
0.585023,0.584770
3.641349,3.709547
1.889920,1.848527
1.168784,1.184685
3.339156,3.810653
1.420347,1.357706
3.327979,2.794279
0.501606,0.431810
5.969272,1.096513
9.855946,7.622388
1.295545,1.277887
1.488378,1.431537
5.718250,4.156643
4.169008,3.901606
2.775408,3.032190
0.492467,0.504819
2.858408,2.658483
3.383835,4.100561
3.073961,3.344687
1.441533,1.488340
3.621473,3.262357
7.516390,5.362503
4.718059,5.346512
14.869873,5.968401
3.121469,2.328567
15.391064,10.670421
0.597438,0.590855
0.638078,0.328313
3.750808,1.871892
2.408448,2.472596
0.580669,0.596741
0.763395,0.757263
2.245680,2.036161
1.246189,1.080391
3.706309,1.961876
2.373399,2.676645
5.344850,5.067697
2.782804,3.351741
1.379312,1.300818
0.710315,0.704037
1.566297,2.772742
1.071724,1.062730
2.155729,2.063895
5.119460,2.280891
3.908016,5.179709
2.381029,2.816169
0.643593,0.571685
3.415678,3.141889
6.013480,5.886235
1.329620,1.327355
0.398522,0.726457
0.754125,0.799406
1.063072,1.008003
2.945618,3.545503
2.834718,2.607677
0.373274,0.388749
0.784498,0.776462
0.573423,0.617089
7.918571,10.900771
5.565062,4.778049
0.427779,0.429019
2.504087,2.678197
1.344916,1.091281
2.321417,2.424813
6.631828,3.714103
2.906645,5.501647
0.450825,0.441199
0.676400,0.674811
0.410407,0.390834
0.433005,0.469323
0.822659,0.850004
0.624729,0.587421
0.667295,0.669318
5.290833,5.540343
3.600134,3.685531
0.565711,0.605765
0.291719,0.521896
1.111728,1.098229
1.285423,1.230516
4.469831,3.335675
2.277510,2.720077
1.982565,1.783623
1.024957,1.088256
0.786960,0.785910
2.654432,2.232646
5.144446,4.081299
3.910054,4.013611
5.738657,5.067197
3.002947,2.782172
1.582376,2.213208
0.989418,0.973866
0.404571,0.436543
1.071232,1.121864
2.564012,2.272010
3.473532,3.557611
6.361476,4.988260
2.071560,1.948361
2.178085,2.353417
6.908324,8.090353
0.832711,0.817990
1.669810,1.773519
9.315193,6.922252
1.825376,1.731897
4.701146,4.210427
2.175793,2.209070
1.083446,1.176270
3.579497,3.902598
1.009741,0.925135
1.798218,1.735449
1.950317,2.065430
1.736034,2.313810
3.114057,2.916411
2.520817,3.043636
1.582022,2.000942
0.912017,0.867820
0.539833,0.517765
1.173067,2.321613
1.585740,1.529084
0.855952,0.828264
2.532691,1.888716
3.739002,4.575948
1.172593,1.129165
0.399364,0.396132
0.983423,0.959664
4.467372,6.827522
1.868208,1.948407
1.862714,1.859370
2.555250,1.802006
2.348208,3.566442
3.112282,3.180883
2.721975,2.327898
0.525874,0.513425
2.062174,2.294036
0.729394,1.260071
1.223106,1.160032
3.802043,5.194371
1.373689,1.281943
2.812817,2.957907
0.668775,0.661937
0.517508,0.615146
7.661486,7.565188
3.865797,3.944011
2.217184,2.325181
2.764876,2.557802
1.989832,2.026133
1.890133,1.982261
5.855255,4.213683
0.892768,0.844060
1.294055,1.320578
1.106026,1.127220
3.441153,2.648738
3.617571,3.704018
3.520879,3.489783
1.652113,1.518084
3.736280,3.941941
4.066911,3.510679
3.667500,3.417267
1.255260,1.112152
2.367916,2.085673
2.203983,1.571009
2.957724,3.285115
0.537656,0.517125
1.436162,1.466462
3.788183,4.046869
2.362522,2.037163
0.115713,0.744182
2.141965,2.301973
2.723084,2.080784
0.656136,0.661515
2.556087,2.316595
0.437460,0.704592
2.851678,2.778199
1.591098,1.756046
2.215736,4.056029
6.208899,6.629939
2.293439,2.064810
10.061783,8.455151
2.124985,2.340298
1.704290,1.747954
2.526683,2.606714
2.571027,3.281357
0.980835,1.073644
3.260796,4.259462
4.158390,3.342691
0.377550,0.331521
0.944629,0.943141
2.936804,4.475450
0.403936,0.411954
0.781163,0.640106
2.580204,1.160467
0.356058,0.405757
4.301338,4.255438
2.089494,1.963961
1.620627,1.625538
1.626893,2.321540
0.641871,0.662436
2.183044,3.055035
0.840700,0.722828
0.580038,0.586531
0.856406,0.834410
2.935422,2.628712
1.505431,1.465306
0.453666,0.440646
0.480484,0.457216
16.709814,4.987040
1.193728,1.033536
1.941931,1.313371
4.625376,4.303207
3.819086,3.285771
2.461238,2.350385
1.458045,1.479673
5.788173,5.770822
5.706197,4.167076
6.681666,5.587416
1.581985,1.532953
0.850643,0.621749
1.049037,1.026286
0.470630,0.463609
0.544690,0.513013
3.929163,3.929006
2.212128,2.128821
2.936971,3.328867
6.311421,5.883018
0.559086,0.605416
4.621598,4.572118
6.173529,7.080659
1.482504,1.390808
2.775103,3.226453
1.111787,0.999132
4.003088,4.482459
0.538225,0.554636
0.833180,0.799537
2.955907,3.238859
0.763649,1.221349
1.954693,1.331106
2.187436,2.192186
1.920083,2.094530
1.349382,1.328431
0.341983,0.339892
1.456600,1.521855
9.010666,6.683255
0.527009,0.543158
0.554055,0.556185
2.046829,2.146304
0.875848,0.757440
4.986660,3.744590
0.814795,0.797264
1.936843,1.354040
1.124290,1.155989
1.516099,1.466807
1.013740,0.972382
1.071710,1.076571
2.089000,2.141584
2.999777,3.585961
5.626451,5.718382
0.940362,0.895880
1.826916,1.806004
17.250012,6.336904
1.757589,1.697604
0.770597,0.763285
0.567745,0.698017
4.024419,4.218433
3.273760,3.665475
3.285899,3.806492
1.440585,1.923958
0.680765,0.644206
0.672290,0.608895
0.726043,0.727983
1.351311,1.403468
3.554954,3.978856
2.188953,1.896251
0.985633,1.135547
0.522535,0.468102
4.436278,5.505469
10.753091,1.199026
1.739316,2.055366
0.910063,0.953947
3.565435,5.890564
6.816064,6.866821
0.759987,0.747573
2.372733,1.972030
2.224922,2.358272
1.455400,1.854835
2.538514,2.389967
4.748564,4.248174
4.086423,4.256489
2.976185,3.307447
1.340244,1.537920
4.890327,4.744819
3.204615,3.803261
2.088797,2.034101
0.867079,0.932987
3.506478,4.409409
1.654633,1.548842
2.752721,2.549996
0.806905,0.854184
3.323683,3.332142
5.229678,6.019658
2.720023,2.134981
3.422009,3.259287
2.229343,1.008973
2.522627,2.242011
3.085095,2.748834
2.977637,1.916794
3.267517,3.748680
0.926665,0.881868
2.224661,2.558688
1.583798,1.604438
0.563782,0.630716
4.486494,4.762125
0.514972,0.526463
1.059881,1.010631
1.779616,1.561755
0.935909,0.904357
2.138700,2.198730
2.934670,2.965738
1.485560,1.495939
7.258118,8.122595
0.748056,0.791342
2.100554,2.239866
0.621579,0.636541
2.470138,2.131325
7.631680,7.196854
8.282669,6.915193
1.648977,2.269645
8.308986,8.863049
1.308163,0.849565
1.348485,1.373021
1.269150,1.391635
0.840535,0.779789
1.144268,0.827596
4.512489,5.324817
1.815269,1.885069
3.755237,12.985360
0.331946,0.429566
1.687620,1.844736
0.969822,0.935924
3.320322,3.030036
2.387822,2.677511
6.170677,4.224553
5.185974,3.891292
1.566997,1.466938
0.705659,0.695745
0.485028,0.502446
2.772361,2.323464
7.807081,4.718958
5.479569,9.261060
0.609385,0.626559
2.097239,2.181687
1.193751,0.560973
3.337319,2.761891
2.763660,1.990364
1.698946,1.595308
1.782128,1.638228
1.682956,1.612264
1.636595,1.928671
2.009384,2.306253
2.187948,1.797154
1.476034,1.072549
2.899537,2.844976
0.474678,0.304690
0.445076,0.453451
2.062673,1.811865
0.829373,0.843439
3.511330,3.095074
0.343173,0.366080
0.504879,0.491794
1.085314,1.017527
3.350875,2.796468
2.223877,2.357983
0.626943,0.651656
1.948818,2.036495
3.927053,3.935048
2.303529,2.108447
1.691903,1.555102
9.030443,8.200911
2.045434,1.538285
1.618844,1.561713
0.592178,0.569956
4.795361,6.194483
1.608862,2.132363
5.500155,4.167542
1.240063,1.250196
1.290494,1.440753
3.935385,3.229133
2.353946,2.321168
5.200183,13.503304
2.107385,2.292136
4.119908,3.930920
0.445919,0.448671
3.047062,2.958220
0.440961,0.258379
0.920518,0.923748
0.801239,0.811698
1.368939,1.345712
1.365640,1.372662
1.081813,0.757031
1.140632,1.188972
2.496089,3.084125
0.722105,0.720304
1.523257,1.478076
1.073641,1.115951
0.814540,0.808479
3.042920,3.380042
0.882168,0.757395
18.306143,3.213534
0.867483,0.743434
5.805733,5.343197
4.267448,5.351931
4.083768,3.665734
2.240228,2.221836
0.542516,0.573377
2.919795,2.521463
0.548640,0.597312
4.233419,3.219994
3.200666,1.686795
1.261209,1.426124
1.529088,1.398446
4.636309,4.121605
1.487727,1.471544
0.404016,0.409750
1.192978,1.064069
2.640403,2.992851
6.452395,5.904043
0.875475,0.866984
1.856981,1.780311
5.792600,4.245628
1.230814,1.328410
1.454818,1.101761
3.192134,3.696131
3.954599,3.249583
0.563510,0.808161
0.888800,0.917627
3.310819,3.121383
3.040792,3.386294
8.635915,6.612514
0.487835,0.478009
5.879098,6.119292
1.705289,1.735973
1.347052,1.415290
16.215856,7.408229
1.934435,1.893682
2.012979,1.929129
2.126898,2.074971
1.241573,0.696418
0.710075,0.688596
0.471018,0.489876
2.031187,1.728426
0.773086,0.816354
2.384646,2.402748
2.473576,1.968352
1.206755,1.319517
3.976732,3.997509
4.964981,4.612497
0.258802,0.741694
2.196378,2.319818
1.558414,1.451919
3.748149,3.327772
2.631275,3.154371
2.924611,3.408462
7.391462,3.882696
0.564739,0.622904
3.316438,3.083044
1.101045,1.018029
1.092376,1.108222
0.989288,0.506941
0.705926,0.718571
4.969622,5.398019
3.215921,3.053904
3.440137,2.878136
0.865821,0.752466
1.182227,1.234960
0.766706,0.715490
0.777882,0.848334
3.383051,4.458675
1.173273,3.056615
1.256064,1.216938
1.408524,1.716154
3.078731,3.156815
4.849621,4.633879
2.954143,2.868994
97.554797,10.959735
0.836391,0.843558
1.158715,1.134438
2.536595,1.333523
19.344576,9.187467
1.081490,1.103875
0.405045,0.434662
1.237207,1.187074
1.762121,1.484191
8.406764,3.822604
1.672666,1.480967
0.498016,0.491786
1.160218,1.057270
0.459241,0.457166
4.137139,3.873525
2.141684,2.027937
1.170043,1.193308
16.678820,8.177370
1.007253,0.916884
3.118538,3.598763
2.582384,2.481926
1.018135,1.140177
1.310496,1.307396
2.171836,2.084116
0.823790,0.837517
0.800251,0.867509
3.122890,4.561434
0.466813,0.412668
1.477312,1.361647
2.857968,2.169677
0.864456,0.875669
0.476637,0.444821
2.975866,2.620586
0.487229,0.508232
1.931341,1.846562
0.472793,0.428954
18.504420,3.631076
0.906327,0.993258
0.507660,0.516947
0.573141,0.577710
1.212964,1.145406
3.696414,4.014113
1.867993,1.942861
2.285671,2.708927
1.015094,1.883725
1.435123,1.393856
2.602090,2.629063
1.346348,1.120344
4.796426,6.521451
6.855341,12.975079
3.011171,2.827437
2.322750,2.299798
0.438609,0.326824
0.486767,0.496033
0.582765,0.565008
3.904885,3.985188
3.774791,3.532687
1.151205,1.129513
0.628308,0.648509
2.369368,2.187521
1.269376,1.041222
4.417991,5.580026
1.703869,1.863132
0.864536,0.899156
3.101518,2.930461
6.993402,5.442021
1.421065,0.889970
2.406575,2.666213
1.646158,2.416408
2.169898,2.072722
3.160184,2.585966
1.576845,1.534524
7.043085,4.862948
1.965968,2.157610
0.380454,0.374043
1.105406,1.085828
0.952984,0.958786
3.097337,3.108276
3.875788,3.150078
8.241896,11.019009
2.454062,2.303092
3.632178,3.915264
2.645590,2.194877
26.695656,2.802902
2.667000,3.108394
2.816859,2.258937
3.012879,2.452802
1.104674,0.979819
0.202447,0.841104
2.150545,2.041857
0.541427,0.498261
5.838692,4.750134
2.135486,2.351050
0.599591,0.613627
1.811366,1.691482
0.523090,1.137222
1.489298,1.456856
1.041054,1.039433
7.138448,5.725134
2.410612,2.387555
8.347810,5.824403
0.675179,0.701183
1.475452,1.557609
2.503691,2.438247
2.214735,2.338407
3.085390,2.742772
0.709696,0.635389
0.759723,2.421047
1.732001,3.650164
5.092139,5.739116
2.889885,3.193000
4.036741,3.287793
0.698635,0.669056
2.066429,2.586756
1.052136,1.105737
0.636883,0.715020
1.823419,1.541955
1.180892,1.327582
0.316953,0.301403
0.944390,0.989729
0.757321,3.283178
3.189509,3.316763
4.164841,4.693489
4.446428,3.876523
6.575468,1.866782
1.168753,1.041888
3.941612,4.595712
0.406841,0.435646
2.616707,2.629348
1.343357,1.120010
0.719115,0.617203
0.485807,0.513079
2.878714,2.554915
3.403211,2.190383
2.233379,2.380997
3.385408,2.822139
6.517589,4.619777
2.381512,2.381535
2.841550,2.744899
0.880083,0.907574
1.544865,1.559971
1.467104,1.546539
1.644172,2.379197
1.202129,1.154004
4.451312,4.286874
2.213040,2.157324
1.428143,1.402609
0.792589,0.877739
0.489670,0.499463
1.801421,3.465918
1.091589,1.254543
7.373704,7.866109
0.305587,0.288837
1.425487,1.349221
1.411791,1.370609
3.142887,3.234751
0.727015,0.764247
0.922375,0.892996
3.655116,3.295675
2.971964,2.914400
0.664572,0.655600
2.465350,2.184664
1.030913,1.061302
1.110469,1.030016
1.201988,1.128523
2.490099,1.924521
0.494585,0.438881
2.528255,3.154061
0.506704,0.495352
0.673334,0.700621
13.717544,1.864506
1.387770,1.925208
1.276112,1.290647
0.726476,0.764381
1.295722,1.360099
1.246245,1.383728
1.404375,1.433384
0.561080,0.553907
3.369415,3.239447
3.854134,3.650455
4.047512,2.709418
4.621620,3.739683
0.463951,0.475610
1.027254,0.990653
1.125134,1.009415
0.610910,0.609248
0.600679,0.636256
2.315860,2.312604
1.166577,1.173036
1.120906,1.092108
1.894572,1.898559
1.388477,1.287468
1.042309,1.103780
0.603526,0.583170
0.981205,1.038167
1.155393,1.015552
1.276571,1.098380
0.879284,0.746856
1.095789,1.081769
22.477047,1.762370
1.363969,1.386808
0.418297,0.428243
6.974138,5.225702
1.556091,1.534867
1.047740,0.931651
1.175011,1.262311
2.161576,2.400279
3.018054,3.527749
2.182156,2.175043
0.882886,0.976306
1.067097,0.980427
1.494214,1.550218
5.735812,4.579510
2.403528,2.446438
2.092983,1.650047
0.998551,1.044672
5.304501,2.742318
48.553316,13.725722
0.785458,0.766262
0.989206,0.960589
1.032709,0.750559
2.480106,2.917647
2.345931,0.935582
3.366561,3.943708
0.989893,0.923718
1.021206,1.021043
14.783830,8.534842
2.753132,2.595965
2.019215,2.031361
2.563424,3.374890
1.780099,1.754632
0.852848,0.859595
0.483010,0.403914
3.627455,3.668854
7.780101,7.602646
3.550447,2.498413
2.688089,3.226862
1.359207,1.285400
3.313372,3.765198
1.112420,1.062420
4.784563,4.057639
2.869938,2.457566
0.720601,0.727945
0.439643,0.439754
0.604987,0.560136
1.029983,0.935283
3.114765,2.481623
3.871920,2.985833
0.983880,0.975328
4.105461,4.847556
6.936292,6.475281
0.984718,1.032164
2.712722,2.816576
0.632278,0.642591
1.290490,1.306605
0.609627,0.521436
0.603322,0.611471
3.680785,5.435724
2.851259,2.807801
1.708978,1.578164
5.247857,12.368768
2.873313,3.096651
0.671051,0.641770
5.641206,6.244368
1.119369,2.828445
2.190559,2.960757
1.469588,1.450945
0.802926,0.805215
0.627409,0.591208
1.560220,1.511082
2.339096,1.960145
1.625316,1.580838
6.148199,5.349500
0.937098,1.169186
0.649623,0.514839
3.291700,3.481536
1.500923,1.346529
0.741223,0.699289
2.185851,1.704890
1.580460,1.618747
6.523688,7.235727
4.423320,3.881953
3.058984,3.426582
3.417829,1.501232
1.883472,1.989253
0.579473,0.754551
4.093857,4.769498
1.971665,2.088645
1.434021,1.358769
0.388305,0.415240
1.128514,1.135074
0.779738,0.907106
5.303375,3.294308
2.902878,3.233145
1.533604,1.291538
1.575150,1.393274
15.123007,4.398649
0.524000,0.770930
3.308935,2.968398
1.563238,1.684354
0.762933,0.770864
1.573263,1.712919
2.783240,3.017974
0.597199,0.602791
5.056835,6.172991
0.535692,0.600852
0.537946,0.535099
1.669603,1.523822
0.730346,0.872238
0.092217,1.996985
1.000222,0.997010
1.356759,1.367666
2.706121,2.617117
0.811579,0.784865
1.177118,1.047167
1.185229,1.254655
2.510065,2.381135
4.172078,3.122253
1.045640,1.057511
2.554453,2.807874
3.124863,2.907216
2.305591,2.563584
1.546249,1.605385
1.927664,1.712544
2.637077,2.725776
2.501698,2.643604
2.340070,2.793467
2.185500,2.584848
0.463835,0.544814
0.847247,0.847525
3.267338,3.492655
2.552155,2.630552
4.257554,3.576632
0.466082,0.448717
15.471509,11.889860
2.636412,2.671572
1.789676,1.728767
2.169681,2.388270
1.485616,1.619510
1.683236,1.733093
1.439415,1.226020
5.400346,6.058888
2.931073,3.068159
1.491822,1.478017
1.587995,1.586408
3.070945,2.860071
3.657670,0.866843
3.556189,3.340603
7.752909,1.289084
4.183213,3.841444
1.438353,1.342235
0.865646,0.825050
0.460540,0.484742
1.769471,1.657883
5.272563,6.624227
1.643378,1.705915
2.617366,2.741390
7.588646,7.245624
0.782851,0.766270
3.847760,3.498017
6.432728,6.121654
3.226171,2.873251
0.435037,0.420923
2.738831,2.000260
0.631189,0.760419
2.091177,2.039394
5.007859,4.027981
2.668829,2.672409
2.165069,2.377402
1.751396,1.616167
5.730986,5.657760
1.690917,2.020011
0.768193,0.847894
1.667379,1.711159
1.475727,0.889473
2.652919,2.753152
0.712890,0.655014
0.506563,0.528580
2.314985,2.816102
2.033095,2.017754
1.212030,1.136042
0.444813,0.420080
7.986495,8.631751
0.950989,1.133818
1.338932,1.455091
0.602944,0.617638
2.965556,3.668128
0.970329,0.793202
2.361882,0.616496
2.189646,3.632247
1.439978,3.539595
1.426275,0.805464
2.044028,2.047616
1.164526,0.814684
4.007797,4.409791
3.553407,4.629614
0.978119,0.937048
2.679298,2.532821
6.873387,5.133333
0.758220,0.602957
1.596129,1.571436
7.049250,5.761770
1.825251,2.059241
7.444043,5.097922
3.086487,3.105666
2.030895,1.815593
3.715697,3.296602
1.668330,1.466541
0.301215,0.371767
0.593630,0.584985
7.593155,5.621834
5.012539,4.274953
1.718598,2.594999
1.378048,1.393856
2.155273,2.408843
2.508276,2.359009
0.742773,0.727219
0.861849,0.965398
2.534596,2.569337
0.657628,0.672832
0.606981,0.701644
2.309358,2.359473
5.258797,3.684993
5.108681,5.068804
0.750161,0.724294
5.397352,4.566545
14.293032,7.944513
1.124751,1.131155
2.671035,2.619067
1.838270,1.874263
3.993793,4.590225
0.878171,0.936192
1.875086,1.565200
1.458967,1.320745
1.337502,1.347401
4.854527,5.051364
11.942664,5.034225
1.655873,1.566781
2.452964,2.326742
1.823289,1.720060
0.667819,0.687918
2.690345,2.785561
4.456503,3.781453
0.813250,0.762358
0.896261,0.857742
25.080566,11.714606
1.717217,1.587060
4.309956,3.547389
2.451432,2.312644
4.500499,4.283544
5.338843,3.520714
2.085472,1.962176
8.744299,6.695869
0.786229,0.852913
5.039370,3.944753
1.410269,1.023468
0.762247,0.711829
0.369141,0.395000
0.762061,0.786366
1.460201,1.574507
0.398390,0.384304
2.505814,3.202235
5.937787,5.326384
2.305937,2.050250
1.396105,1.337528
3.001609,2.562017
3.169897,3.203512
2.851119,2.438262
1.842777,1.448398
1.917739,2.137791
2.301371,2.557947
4.032532,2.120166
0.580235,0.428778
3.449198,2.917925
2.400919,2.330909
15.595940,3.426002
1.594446,3.258231
3.650221,4.692650
10.316478,5.229724
7.708396,5.861529
1.767613,3.961483
1.836898,1.596819
1.363634,1.851853
0.594987,0.553606
2.211405,1.950487
3.531821,3.908160
1.903925,1.528582
1.436908,1.348083
2.093998,2.142412
1.924275,2.465495
0.800550,0.824703
0.488487,0.512216
2.721188,2.380065
1.053913,1.067027
1.918432,1.774320
0.933503,0.917487
0.849025,0.782319
1.870539,1.863804
6.109688,4.743667
2.180636,2.005187
2.344054,2.365735
2.322309,2.200198
4.211789,5.495811
0.514297,0.527281
2.071991,1.840078
1.262313,1.268401
2.020609,1.827815
0.879868,0.872905
1.533491,1.577922
1.979835,1.881012
0.492344,0.588602
1.826340,1.792479
1.544361,1.538032
0.346861,0.275862
4.340345,4.583430
2.425168,2.871753
2.567656,1.725070
2.794304,3.237997
1.300828,1.235272
3.261460,1.705987
2.130414,2.191831
5.567385,5.315936
1.602341,1.671532
3.073817,4.592373
1.052773,1.298020
2.928592,2.816095
0.515475,0.596209
2.449277,2.440472
1.174347,1.154306
3.390045,6.166064
4.215346,3.674620
0.760498,0.731799
1.382101,1.457845
2.457355,2.563733
9.688562,11.306547
1.258324,1.253041
0.306858,2.826451
3.161563,3.049436
3.367115,3.322024
3.785506,3.708668
2.195335,2.292299
1.851025,1.693470
3.340685,3.897152
1.268587,1.382306
1.773221,1.635310
3.757027,3.698391
2.992647,3.189176
1.474129,1.442207
2.006036,0.965096
0.574140,0.580064
0.838930,0.869155
6.750637,9.488851
2.895772,3.209196
3.088982,3.391004
2.041260,2.172286
2.131784,2.275703
3.466331,3.480537
0.730228,0.332057
1.870237,1.676885
0.278626,0.266966
2.924408,3.179461
1.053399,1.049423
0.598893,0.560230
2.506635,2.509906
2.829771,2.785569
2.738298,3.108557
0.798395,0.525193
11.949253,9.313747
7.281807,5.962554
2.828485,3.096011
0.476869,0.561416
1.412994,1.380904
0.852380,0.626443
1.429993,1.316549
1.981032,2.134843
5.207134,6.147769
1.753581,1.774360
0.352894,0.784419
2.277091,2.783104
0.662212,0.613395
4.968240,4.357576
0.780252,0.841450
1.708703,1.710024
0.359222,0.522789
0.722203,0.867076
0.362739,0.532040
0.925234,0.873537
25.918590,5.471003
7.323706,6.462403
0.999089,1.012613
1.105317,1.024511
0.240975,0.550055
0.559784,0.596681
0.446896,0.603725
1.601248,1.679121
13.210455,11.633909
5.508665,6.752338
551.196188,0.561387
5.090529,4.343868
0.571122,0.570347
1.500243,0.980404
0.508611,0.512349
1.067943,1.059891
7.373276,0.560700
1.635257,3.099608
6.783126,4.742033
1.319178,1.241784
2.332429,1.150007
0.732143,0.770057
3.888618,4.411171
3.873949,5.744201
2.509295,2.441382
1.504528,1.545562
4.428430,4.790798
0.570750,0.630284
0.515201,0.506630
1.381221,1.235182
0.662717,0.598525
1.144953,1.081627
8.502420,3.274653
2.057038,2.466495
3.782658,3.891658
1.438148,1.434227
0.407676,0.394077
0.750518,0.730144
17.601605,9.705911
1.010792,0.925509
0.301485,0.321858
1.522270,0.940884
12.996712,10.961786
5.871311,4.786648
1.971597,2.107615
3.472853,2.501480
0.718428,0.687888
10.651299,11.382271
0.509325,0.424510
3.339537,2.575686
0.454552,0.451747
3.839570,4.408607
4.380824,4.496286
2.903166,3.050304
1.041950,1.006402
2.905266,3.449127
2.207830,2.344771
0.667600,0.651378
2.863908,2.841336
0.764747,0.725794
1.172502,1.233636
2.733870,2.570021
1.701009,1.966839
1.940582,1.865600
1.642206,1.712944
6.817172,7.177801
0.452992,0.446321
1.520982,1.493427
3.042179,5.627316
3.277096,2.738310
2.595681,3.117538
2.763656,2.676944
3.455067,2.604056
6.679728,6.084434
3.436595,3.930987
1.059713,0.989793
0.366711,0.444699
2.038634,1.955403
0.789315,0.792108
0.381966,0.368183
1.321736,1.543351
14.326727,8.696909
1.898773,1.935527
4.581350,4.548396
1.103643,1.069666
7.518776,7.073440
0.443911,0.438679
4.884860,4.848559
0.504811,0.490609
2.013306,2.399408
1.411738,1.294002
4.185589,3.749140
1.218283,1.223184
1.846253,2.051287
1.093278,0.930130
5.628019,5.009938
4.023439,2.678412
4.498289,4.447502
0.527852,0.512891
4.093363,4.314813
0.561865,0.523599
2.332368,2.795598
3.047232,3.719748
0.854148,0.865278
1.326406,1.196420
2.845638,3.522469
1.077417,1.099339
0.664000,0.674686
0.713292,0.601601
2.602603,2.302348
3.250576,2.938746
1.400417,1.599910
3.795252,4.484939
1.874975,2.199663
0.455854,0.547436
1.932507,3.907231
3.659042,3.040888
1.867149,1.558280
0.455475,1.031828
2.363521,2.619366
4.504750,5.431331
1.038149,1.055071
1.738056,1.837898
2.430307,2.256404
3.925592,4.625168
0.970650,0.998644
0.775567,0.753046
3.925381,4.576180
1.116480,1.020491
3.000927,3.831380
2.880247,3.345315
2.519004,2.537019
2.459908,2.496383
0.647294,0.617670
3.108044,2.992114
2.285322,2.399490
4.114453,3.589802
0.496094,0.481971
0.474782,0.497485
11.664112,8.350588
3.522358,1.988230
2.089307,1.990370
3.341010,2.780803
1.150373,1.217609
2.159624,2.574151
1.788368,1.830608
0.574587,0.519495
1.760835,1.682368
1.566285,1.440240
1.760658,1.728790
0.584627,0.593307
4.816345,4.153746
3.935753,3.635478
2.705821,2.640372
0.964337,0.671968
2.838710,2.828706
0.670965,0.675045
2.469704,2.417959
0.722346,0.745342
6.640019,4.012367
2.388414,2.396048
3.807083,3.871893
1.807125,2.670213
0.621182,0.582299
3.934875,3.014118
6.130323,4.821213
0.479972,0.507783
0.413996,0.589874
2.380415,2.083345
2.280373,2.128038
1.564361,1.622576
1.583251,1.432375
1.872610,2.334815
2.090993,1.787269
2.541119,2.638811
2.601595,2.444930
0.596488,0.530647
0.427497,0.416659
0.293998,0.288857
3.031550,3.788490
1.995975,1.881410
0.977298,0.993567
1.380381,1.476443
1.367448,1.048705
2.153653,2.022503
1.527714,2.341623
4.163381,3.844326
1.100275,1.124660
5.972243,9.514956
1.901430,1.900739
0.672120,0.760543
3.435075,3.910098
1.196508,0.925057
1.085686,1.414637
5.367601,6.426018
2.456809,2.379150
3.812237,2.296585
2.944847,2.570708
4.144634,4.193804
3.754799,3.408307
2.622042,2.457785
1.049501,0.611148
0.374315,0.409662
3.836899,3.248313
1.522382,1.424923
11.315479,6.461891
2.277617,1.656849
4.311746,4.677219
5.828428,5.378750
2.111885,2.449999
3.414214,4.939182
5.108756,5.604359
2.641131,2.226750
6.241716,3.764668
0.883681,0.891878
1.624297,1.623281
5.048674,5.401643
0.475588,0.439804
0.422876,0.397259
7.972474,6.389000
1.133221,1.238457
4.355179,4.835756
0.938552,0.945696
2.732958,7.107146
2.636453,3.033753
2.010251,1.981188
5.270404,5.700860
19.568932,4.987827
1.433300,1.749789
0.538723,0.523790
0.494812,0.708879
2.810089,3.234839
5.942102,6.836071
1.393534,1.471697
2.107709,2.458998
1.697509,1.440208
2.830711,2.542221
1.549516,1.326212
2.614475,2.689100
1.471108,1.732144
0.534191,0.555626
2.527541,2.935120
19.159707,9.653813
2.749458,2.693244
2.013951,1.912583
4.053501,3.747850
10.105848,11.326652
0.718338,0.666212
3.391299,3.200300
1.973560,2.193448
2.590545,2.673202
1.366274,1.324971
2.913139,3.040445
3.656377,2.837870
3.548531,3.468199
3.844891,4.807541
6.186125,8.549214
0.882433,0.892877
2.383971,2.444821
0.431392,0.447961
3.658524,3.986950
6.912602,4.657307
3.089887,3.420275
0.429880,0.426337
1.996582,1.905345
4.361483,0.534787
0.529840,0.574755
0.577102,0.549129
1.016241,0.958792
2.686599,2.906922
2.715594,2.440660
4.439655,3.463702
2.343219,2.257245
20.375816,7.214777
1.154335,1.192779
2.200596,2.255253
1.976782,2.163685
3.515255,3.130262
3.953042,4.739794
7.417343,7.802795
19.828781,8.589218
2.313180,1.062957
0.644515,0.745108
0.456231,0.343203
1.071118,1.071072
3.828834,3.856830
0.588065,0.572667
1.846594,1.718543
2.082452,2.388651
1.604129,1.333632
0.948248,0.855430
1.200764,1.259629
0.419458,0.404801
2.206658,2.006536
0.751085,0.769931
0.679531,0.648018
0.844229,0.854313
9.860605,6.167342
0.822643,0.938277
0.746200,1.648842
4.866491,4.819671
0.625108,0.685492
1.528185,1.223623
1.360875,1.359198
21.002051,11.065730
0.533168,0.642051
0.766891,0.736392
16.043112,9.251457
3.394188,4.161413
1.118515,1.023538
2.094611,2.107771
1.730658,1.752381
2.221992,2.174187
