recoP,trueP,recoTheta,trueTheta
3.308095,3.226907,9.480024,8.820892
1.810573,2.024199,8.924801,9.208206
3.506247,3.412792,13.046435,12.693330
1.533179,1.634865,33.660199,32.209718
2.099049,1.909704,24.933675,24.509253
2.099103,2.213865,24.798378,19.605796
1.607858,1.645332,31.847358,30.654827
7.323268,10.078919,1.957448,1.952542
1.545947,1.462893,13.947149,13.745872
1.039786,0.885941,47.044624,47.096760
1.907029,1.644973,28.414222,28.613167
2.243196,2.266017,24.556028,22.970517
3.757137,3.723874,11.729042,11.334195
13.229267,11.197119,4.102219,3.802048
5.626789,3.936699,14.661056,14.100761
2.391273,2.250328,19.531056,19.740228
2.588799,1.507572,10.739825,9.736356
6.753058,9.908324,8.614179,7.937510
6.178217,11.165662,3.739055,3.090728
4.922883,4.474491,7.714062,7.307637
11.971683,8.582534,5.193087,5.518995
6.353432,5.790002,15.942151,15.406697
1.927405,1.850418,23.936449,25.025027
8.737433,4.990358,17.046957,15.783751
5.618099,6.466083,3.531083,2.789586
2.387504,2.445069,22.235465,20.690477
2.476193,2.325576,27.583844,22.630632
3.923980,4.368814,2.608420,3.800503
4.072267,3.226164,12.513074,13.285075
2.320788,2.343892,10.305037,12.308600
1.104112,1.197240,32.462814,27.276866
1.507574,1.686914,12.521031,13.764945
3.271351,3.689033,10.063098,9.890142
3.324497,2.441552,17.053107,13.091984
1.026758,1.135832,30.732168,28.475903
2.192526,2.374034,7.373658,6.819263
2.883188,2.990601,10.374581,10.304235
1.350361,1.249479,3.947544,5.197274
1.523537,1.567470,16.744578,16.362447
1.417674,1.482855,15.160707,14.725159
1.270159,1.343380,30.089799,27.235964
0.871322,0.880514,19.216332,15.625042
1.098571,1.097643,17.174834,16.883171
3.499095,3.619668,14.539639,14.298648
3.545716,4.449603,17.977680,18.494260
0.578886,0.611556,39.660578,31.674246
6.142607,4.619320,5.208271,6.058189
0.752495,0.728829,32.909504,33.182374
20.901289,6.208260,13.680931,13.872495
2.485216,2.225452,12.956114,12.632964
6.888220,7.542353,1.073014,1.369165
1.252564,1.297519,41.095765,40.261965
2.128361,2.416645,31.504602,33.076416
0.831127,0.797548,23.791519,25.300529
5.823957,4.548546,18.001178,16.513796
3.079169,3.264908,13.719258,13.914920
0.533952,0.791469,42.373930,35.099861
5.853741,7.305285,12.518967,10.929136
7.048718,5.271805,8.110894,6.099340
2.640410,2.931722,27.709330,21.397169
2.948784,3.214509,7.930187,6.761235
57.077996,6.329626,0.572666,1.783448
0.334442,0.621233,49.892598,47.281281
3.594417,3.867589,6.176063,6.381992
3.961677,3.459865,22.572117,22.006862
0.881336,0.892542,28.949508,27.558034
3.914308,3.568601,14.862996,14.537626
22.029281,8.124874,4.376048,4.991829
1.012132,1.074647,24.739844,26.953994
2.293890,2.230763,46.626995,43.259574
6.674164,5.532708,18.478934,15.549420
1.564376,1.482630,20.938118,20.016789
1.103117,1.398341,14.040879,8.453079
3.083864,3.664537,7.792158,6.256612
3.803914,3.125000,7.503390,3.742457
3.701844,4.082071,13.067704,11.269213
0.650388,0.443431,16.230838,28.571879
16.771070,4.714547,10.310019,9.428233
0.955512,0.982079,20.372838,20.541790
1.139309,1.186906,28.218801,26.643691
4.254259,4.359189,16.985083,17.424914
3.239540,3.529278,9.447664,9.567169
1.284943,1.184322,34.589977,34.855502
