recoP,trueP
4.306209,4.979494
0.871230,0.784868
0.583530,0.603143
0.621030,0.638606
0.551431,0.558432
0.418274,0.419433
1.933298,1.959083
1.985475,2.171086
0.498203,0.514367
0.592884,0.575206
0.407601,0.401625
2.308892,1.473614
1.696321,1.792333
0.650172,0.574228
0.773577,0.722760
0.854681,0.603812
2.978135,1.185738
12.375289,9.492076
0.520554,0.471307
0.679053,0.593188
0.416916,0.445299
4.167485,3.486813
1.904602,1.560684
0.711786,0.685751
2.878560,1.176586
2.171655,1.818566
0.539530,0.512040
1.778918,1.623047
2.441581,2.148220
0.707748,0.650550
1.625811,1.607983
0.913321,0.919289
0.983627,1.047428
2.756094,2.974897
5.068140,5.097334
0.906662,0.865354
1.269740,1.216105
0.623142,0.616785
5.811488,5.581353
0.823084,0.759094
0.656929,0.691474
0.957251,0.973954
0.446244,0.434986
3.347380,2.860794
1.561647,1.589421
0.619830,0.602433
0.929131,0.969237
0.928876,0.906713
0.346184,0.352097
2.310876,2.547907
0.753581,0.736809
0.659318,0.611033
1.311944,1.178908
0.709307,0.697182
1.836576,1.884528
0.615960,0.612518
0.921227,0.917886
0.392834,0.387661
2.555395,2.567275
1.326376,1.462738
2.592665,2.449958
1.059643,0.861493
1.436292,0.551815
2.663225,2.471843
0.521518,0.574488
0.601066,0.601753
1.195811,1.174836
0.628356,0.628851
0.858015,0.811403
2.960219,3.358513
2.900543,2.424787
0.554017,0.549008
0.552882,0.575401
1.396096,1.380016
0.751619,0.672849
0.988012,0.941467
0.644062,0.481274
0.345688,0.340620
0.422365,0.413298
0.884019,0.897956
4.720380,4.808880
2.111274,1.895710
1.563673,1.494926
0.485644,0.480001
2.659168,2.674508
0.351771,0.356715
0.631815,0.669945
0.938421,0.936485
0.620884,0.641670
1.203796,1.120685
4.254576,5.478528
0.479700,0.496642
0.625819,0.624544
1.527011,1.395819
2.601683,2.234347
0.595404,0.603184
2.969252,2.626978
0.773339,0.781448
1.127846,1.106441
0.519613,0.511708
1.599071,1.594252
1.209801,1.194524
0.583410,0.548436
1.732896,1.537536
0.499005,0.515454
4.803956,0.472381
1.404903,0.529152
0.438427,0.485825
1.138703,1.150946
0.386045,0.388693
0.580991,0.589829
0.595270,0.600792
1.497100,1.436951
0.673697,0.665852
0.500022,0.467186
3.400501,3.474436
0.432614,0.421102
2.569195,1.959576
0.590209,0.662075
4.959124,5.734280
2.083181,2.111448
0.470291,0.500080
1.558990,1.481686
0.990600,0.900904
0.465370,0.491453
0.358918,0.374682
0.443863,0.469284
0.481126,0.485954
3.205991,3.592038
1.170472,1.132188
0.437135,0.440386
0.565591,0.561481
2.006986,2.084174
1.169748,1.074603
0.452388,0.440026
0.275879,5.678802
0.863461,1.077178
0.779745,0.765063
0.455026,0.461010
0.627595,0.628082
0.410256,0.406119
0.575368,0.565752
0.456343,0.409721
0.913730,0.840099
0.997689,0.917124
0.768978,0.809353
1.113409,0.650019
0.336736,0.379173
0.719047,0.694833
1.472958,1.460787
0.649288,0.641756
1.072748,1.036393
3.651636,3.330081
7.597567,6.775111
2.202206,2.259055
0.767695,0.816060
0.598101,0.585005
0.818523,5.308469
0.575248,0.549798
0.577662,0.894164
0.507448,0.513697
0.654242,0.698522
0.622484,0.593874
1.188768,1.127738
0.591521,0.560967
4.238572,4.172641
0.516721,0.993512
5.386497,2.758428
0.399660,0.370715
0.538523,0.534335
0.493415,0.520815
0.497843,0.512389
0.583297,0.567437
1.132510,1.147449
0.655303,0.667746
0.542451,0.527419
0.449093,0.444504
2.442262,2.381830
2.019347,2.010717
0.958199,1.021875
1.188893,1.322462
0.726447,0.676370
2.184305,2.147114
0.523509,0.546952
0.428868,0.429254
0.475458,0.453722
0.906116,0.707241
1.026402,1.131308
2.508225,1.525427
0.810793,0.772088
2.576029,2.543228
0.575249,0.597328
2.562930,1.971054
0.561259,0.394046
0.697410,0.755362
0.949474,0.975633
0.372700,0.376131
2.463012,2.684394
1.162855,1.134860
0.926987,0.941408
0.331132,0.352646
0.776877,0.818341
2.122495,2.214265
0.712928,0.719860
3.929406,3.694251
2.044397,2.359530
2.073849,2.000982
0.633274,0.672188
0.721096,0.773748
0.655447,0.640758
2.152035,2.144138
0.960638,0.926308
2.923236,3.576341
1.948082,1.666504
0.423427,0.439095
0.619567,0.613901
0.432985,0.419790
2.150054,1.919176
0.541689,0.572384
4.706250,4.955322
4.303826,4.376469
0.724352,0.730057
0.794814,0.766097
0.323160,0.366607
0.700705,0.663789
0.594302,0.580140
4.907602,6.196311
0.472731,0.537658
1.138228,1.176292
0.593625,0.613587
1.013882,1.056161
0.635929,0.635289
0.307044,0.317522
1.804120,1.267262
3.345586,3.886442
5.718963,10.778732
0.946096,0.945920
0.521063,0.391170
0.498031,0.582452
0.522542,0.577540
0.989601,1.046797
0.547604,0.585494
2.575611,2.611991
0.892833,0.814114
1.698066,1.878830
1.140309,1.042733
0.526236,0.492231
1.967718,2.021094
2.411277,2.234657
0.680180,0.687428
0.412347,0.422157
0.494679,0.479749
0.747352,0.741906
0.635394,0.621048
0.751544,0.753708
0.721506,0.695710
1.163593,1.109916
1.466407,1.423850
0.763503,0.655526
10.628457,9.246571
0.486608,0.506180
0.486781,0.504230
0.902582,0.860521
3.384427,4.104457
0.687878,0.688738
0.651925,0.654859
0.628525,0.590647
2.149562,2.065082
1.522005,1.674891
1.519607,1.542111
0.978586,0.941074
0.714622,0.739399
1.010255,1.079586
2.850245,3.118850
0.593891,0.491060
0.595285,0.581285
0.428524,0.421618
0.393654,0.407984
0.659601,2.644072
0.555035,0.553045
1.661930,1.851885
1.318046,1.151848
1.697944,1.746682
0.441205,0.440521
1.502032,1.296409
0.794467,0.794060
1.428470,1.273206
0.874584,0.930437
5.680429,5.165707
1.475356,1.466952
5.170954,5.199789
1.677090,1.703188
6.305617,4.687430
0.389658,0.446627
1.500829,1.525680
1.850646,1.739051
0.524106,0.515636
1.346352,1.609664
0.541475,0.588688
3.695006,3.663771
3.108180,4.919657
3.181091,3.116947
7.767322,6.802583
0.598606,0.609711
1.619921,0.735503
1.211927,2.253065
1.080207,1.164897
0.618704,0.601348
0.448484,0.449077
1.024328,0.969767
0.662993,0.684350
1.084626,1.039776
0.535784,0.576321
3.828433,3.263499
0.790783,0.760717
1.984821,1.443581
8.151631,6.235835
0.397216,0.372017
0.580718,0.606988
0.982515,0.946907
0.457597,0.457117
0.570754,0.557934
1.032906,1.009800
0.431392,0.423139
0.525867,0.536404
2.820818,2.482995
0.594404,0.652446
0.724949,0.737328
0.745288,0.716429
0.591590,0.579525
2.740575,3.269079
2.057582,4.103375
1.117036,0.796798
0.644747,0.665663
0.656912,0.629869
0.539091,0.533529
0.821886,0.835782
2.816674,2.735594
1.048401,0.905205
0.507146,0.448091
0.707875,0.714141
0.918097,0.938891
1.270396,1.248951
1.710502,1.744243
0.764078,0.711441
1.836573,1.660760
0.775974,0.759125
1.005727,1.148309
0.538068,0.542759
0.370959,0.346639
1.591542,1.576061
0.745640,0.756634
0.942200,0.985333
109.195414,8.854009
1.229010,1.183649
0.892130,0.802805
0.603563,0.599777
0.594700,0.577175
0.373390,0.414800
1.405785,1.346895
0.539201,0.540478
1.054226,1.006628
0.769407,0.754751
3.254600,3.481821
0.503363,0.484277
0.634185,0.668164
0.435993,0.457144
0.322761,0.322226
0.715223,0.720549
2.675642,3.575921
0.660237,0.643199
0.980255,0.350366
0.402617,0.414927
3.514400,2.809183
0.582501,0.564435
1.311775,1.176996
1.041209,0.958701
6.881066,9.647569
0.583017,0.550044
0.954899,0.815328
0.690234,0.652926
0.552842,0.621788
0.740914,0.649228
0.404351,0.518349
0.914802,0.862019
2.247246,2.359676
0.441807,0.464597
0.430105,0.468226
0.446986,0.429761
0.272439,0.287640
0.761644,0.749014
1.138252,1.153188
0.595138,0.588590
2.576857,2.338091
0.639427,0.656783
1.054125,0.876676
0.706483,0.685424
0.595035,0.615120
1.002976,0.793621
3.900479,3.481932
0.611397,0.664844
2.950470,3.056997
1.116379,1.113351
1.828260,1.658865
0.599260,0.564286
0.704515,0.687954
0.585897,0.420816
1.983185,1.578213
0.387693,0.402011
1.577915,1.441894
0.473989,0.475991
0.834960,0.891381
0.461913,0.469307
1.678469,1.830529
0.953935,1.007811
0.761301,0.753882
1.214363,1.241135
0.715794,0.716141
0.516246,0.500876
1.149021,1.148661
1.013904,1.081698
0.502355,0.489577
0.991477,1.004882
0.818234,0.795622
0.801088,0.768961
0.616977,0.594117
0.774504,0.790699
0.479804,0.553823
4.302809,4.150635
3.214119,3.391853
0.740435,0.761419
3.404126,3.653062
1.111774,1.152038
1.213193,1.236047
0.793265,0.788837
0.527778,0.524900
0.794195,0.763637
0.695520,0.672489
0.499526,0.553419
1.026229,1.213846
0.503800,0.392226
1.285534,1.472395
0.815234,0.829336
1.989828,1.879726
2.726426,1.408601
0.286671,0.340378
3.595090,3.199239
4.863940,4.357112
0.664491,0.670980
0.300308,0.307734
0.495936,0.473606
0.480719,0.479205
0.776226,0.799848
1.806926,1.690312
0.423240,0.416071
0.538622,0.565721
0.456758,0.463961
3.387989,2.772610
0.511331,0.514424
2.129189,2.056125
2.044364,1.347631
1.509145,1.469589
0.447071,0.445621
0.612219,0.600747
2.517734,2.544200
1.069256,1.024471
4.469800,4.680676
2.271367,1.576845
0.427908,0.431230
4.655727,4.381804
0.587074,0.561426
0.717999,0.698826
3.285212,2.988719
0.876164,0.878181
1.257782,1.184505
0.570655,0.562001
0.781393,0.724482
0.623659,0.621466
0.747305,0.752791
4.274766,4.272930
0.585493,0.610455
0.831716,0.661460
4.140488,3.367933
0.589122,0.623362
2.374533,2.307400
0.663121,0.680372
1.439146,1.618635
5.134936,3.311470
1.136406,1.122129
0.529341,0.558195
0.530232,0.522993
4.761393,6.963775
4.080186,3.898042
0.795713,0.608360
0.904337,0.880304
1.725404,1.758764
0.479457,0.475938
1.134860,1.157250
5.045827,4.753457
0.387636,0.393251
0.270239,0.269865
0.526005,0.515341
1.194293,1.110728
0.686246,0.704899
0.463617,0.516299
0.555692,0.465880
2.108794,2.141592
0.353769,0.362006
0.664656,0.500917
2.759431,2.845311
0.481568,0.378492
1.153612,1.158917
1.330481,0.848600
0.792292,0.742149
2.269553,2.227935
2.912176,2.992259
0.649346,0.678969
1.217740,0.917646
0.550073,0.512108
1.502075,1.315015
0.938452,1.163095
1.218134,0.958496
0.700516,0.711553
0.455725,0.468897
1.008307,0.609485
0.639293,0.654597
4.321530,3.742535
0.582689,0.577617
1.167062,1.194825
1.114904,1.130814
0.760824,0.732436
0.600125,0.593669
3.107764,3.381044
1.539429,1.479439
0.311485,0.336243
5.761675,5.329264
0.599520,0.876153
1.008732,0.992493
1.173653,1.151897
0.878677,0.982776
1.784707,1.641323
1.233374,1.142772
0.724509,0.825379
0.602436,0.658684
3.799316,4.832142
6.420983,4.978919
0.503304,0.529997
8.067797,5.049555
0.638239,0.620187
0.564899,0.547719
1.655747,1.554702
1.667835,1.631278
0.685739,0.639694
0.480228,0.492391
0.884539,0.810607
1.917825,1.809546
1.646645,1.475961
6.260797,5.858446
0.778497,0.671885
0.437379,0.409410
0.810901,0.569254
0.440583,0.457564
0.619733,0.612266
0.719949,0.711759
3.543677,3.061512
0.565070,0.528809
0.474708,0.361616
0.571371,0.619614
0.745622,0.727049
0.604226,0.601600
0.684880,0.689362
0.547816,0.552810
0.739471,0.616737
0.431509,0.433237
1.584272,1.878035
3.273851,3.118303
0.697484,0.695531
0.501478,0.514417
0.271063,0.446742
0.371249,0.459940
2.656781,3.005662
5.780611,7.222542
0.523886,0.531846
0.514080,0.513539
0.468889,0.467957
2.407692,2.494911
0.439494,0.448205
0.899314,0.880826
0.589464,0.589133
0.511450,0.409968
0.998509,0.937588
1.181908,2.642575
2.045545,1.892614
0.533140,0.530299
5.594632,5.311125
0.783644,0.760052
0.569630,0.570823
3.297355,2.417927
0.912484,0.855511
0.544103,0.432017
0.641435,0.638575
0.324092,0.367340
0.752461,0.755268
14.541490,11.618299
0.703485,0.650121
3.306319,2.724580
0.907272,0.863832
0.461038,0.422205
1.119024,1.004201
0.701275,0.611856
2.889113,3.185972
0.630113,0.631824
1.460642,1.407092
0.415543,0.433312
3.521614,3.623583
0.418284,0.462662
0.506786,0.510281
0.614617,0.472548
5.697276,3.950777
0.470406,0.639230
6.278608,6.786637
0.719680,0.766040
0.519673,0.463550
0.547236,0.548619
1.373343,1.280761
1.096380,1.059885
0.927654,1.010211
1.035499,1.089157
0.704611,0.696129
0.484112,0.493221
0.499619,0.540072
0.387773,0.377232
0.658671,0.651438
0.617531,0.616292
0.707896,0.741724
0.458310,0.452972
0.490237,0.483445
0.500638,0.566450
0.597964,0.610897
18.342381,3.401938
0.813195,0.876704
0.362563,0.358658
0.856779,0.811523
0.694916,0.719706
0.509933,0.503715
0.633906,0.645008
0.485667,0.509783
0.727305,0.728204
1.198920,1.163587
0.987476,0.938209
0.943862,1.048612
0.427198,0.419763
4.110844,3.927219
1.003918,1.015999
4.582882,3.436410
0.649460,0.619247
1.990488,1.727802
0.639916,0.644203
14.999564,9.602080
0.671762,0.688560
9.484030,7.654858
0.540489,0.549242
0.416172,0.638736
0.346391,0.366158
5.083133,6.119039
0.397613,0.398021
0.394598,0.398903
4.390329,3.889139
1.735877,2.570596
0.588961,0.589987
0.332998,0.370716
1.057643,1.055283
0.723195,0.684754
0.625038,0.667235
0.392723,0.323643
0.603722,0.578852
0.485422,0.495459
2.566780,2.809583
1.515209,1.371128
19.133740,2.286505
1.725217,1.876000
0.631756,0.627567
0.606890,0.567051
0.493065,0.518555
6.754513,6.971919
0.699693,0.707735
5.802837,5.546174
8.837552,9.944434
0.379616,0.378489
7.595138,9.812798
4.138304,3.848003
0.682224,0.495632
0.539346,0.562964
0.530107,0.535754
0.522439,0.535223
0.790600,0.783401
0.964203,0.987142
3.839322,3.117262
0.788841,0.881547
2.233304,2.182858
0.525695,0.526296
0.796103,0.745427
2.200119,2.709317
0.487893,0.472252
0.522517,0.497237
0.908369,0.912257
0.672061,0.674846
0.525024,0.533324
9.918558,4.200477
0.399380,0.399548
2.097199,2.040427
1.272365,1.467186
0.626418,0.698071
2.741724,2.526488
5.621071,4.289891
0.527052,0.530748
0.700542,0.678150
0.738937,0.754676
1.248992,1.215366
0.604453,0.609973
1.225615,1.184002
0.805780,0.784486
0.603989,0.554334
0.781651,0.826409
1.580375,1.722463
0.397256,0.402643
3.574896,3.842010
1.357136,1.575011
0.609540,0.625553
1.402823,1.311494
0.664977,0.744880
0.648591,0.639016
0.642268,0.635668
0.987739,0.983613
0.384152,0.380650
0.788904,0.726861
1.187555,1.163748
0.940057,0.694352
6.557695,5.435137
1.286638,1.378247
0.408700,0.405293
1.175035,1.147662
0.471263,0.493373
0.417531,0.442280
4.663421,4.991823
2.300841,1.984607
0.633136,0.630465
0.679294,0.653127
0.569287,0.472941
0.706741,0.726915
1.776970,1.720760
0.704742,0.684273
0.868588,0.909973
1.652786,0.608208
0.643134,0.636128
5.423903,3.630593
0.783376,0.803248
1.317706,1.218578
3.388093,3.501373
0.776444,0.755397
0.945629,0.644989
0.586281,0.581024
0.353606,0.431328
0.343291,0.370775
0.790741,0.767786
2.001531,2.221566
0.839940,0.856458
0.428423,0.427875
8.591703,7.357908
1.287377,1.156578
2.286331,1.880899
0.557424,0.575220
0.652517,0.630827
0.641931,0.630898
1.669533,1.599976
0.552458,0.581795
0.949030,0.982367
0.375804,0.385115
6.380462,5.582098
0.786594,0.912286
1.372469,1.433086
1.053006,1.001422
0.974106,0.944959
0.377757,0.292042
3.515880,4.081037
0.671580,0.683445
5.717576,4.120737
1.012123,1.001419
0.462309,0.649394
1.104669,0.729788
0.569998,0.526014
1.035992,1.020600
2.722473,3.477920
0.533993,0.506739
0.554082,0.547187
5.198487,4.247380
0.440440,0.448280
0.690555,0.715596
1.134790,1.074873
1.786274,2.000357
1.597815,1.514158
0.712295,0.721027
1.374228,1.340935
0.608805,0.720522
0.641211,0.647591
1.540914,1.571853
2.699629,1.246243
0.524625,0.535106
1.655975,1.416309
0.352041,0.932532
0.564770,0.566059
0.962524,0.876658
0.479581,0.463313
1.056567,1.040244
1.009419,0.979873
1.744816,1.659775
0.349254,0.426813
0.716912,0.669161
0.517330,0.540325
0.919532,0.745811
0.713073,0.863239
0.683894,0.709959
2.715010,2.636723
1.887697,1.869842
0.623595,0.626249
0.472827,0.491121
0.752998,0.826579
1.316496,1.187973
1.281463,1.352816
6.728366,6.493171
0.622432,0.627753
0.559938,0.618380
1.021741,1.147202
0.567145,0.568633
0.571944,0.570700
0.517378,0.553752
1.862113,0.934217
2.180534,2.160585
0.530005,0.532723
0.862950,0.830237
0.510759,0.548739
0.890494,0.671198
3.654629,2.642047
0.892069,0.972983
2.592181,2.731245
0.382614,0.376284
2.520814,1.927211
1.185956,1.101852
0.373150,0.375510
3.446500,8.272078
0.456945,0.483735
6.316519,5.335250
1.061475,1.007631
0.680230,0.678408
2.353492,2.193693
1.420937,1.331699
0.815933,0.821019
0.471871,0.467841
6.131205,5.765157
1.667502,1.898073
0.728224,0.706357
1.676365,1.587143
0.700509,0.698644
3.681702,2.244666
1.481590,1.413782
0.505042,0.474551
0.493769,0.616196
5.953246,6.033611
0.482228,0.459560
6.196616,6.449188
0.833236,0.845393
0.855753,0.874888
0.789000,0.812466
0.805525,0.809942
0.740858,0.708747
1.105361,1.156282
0.361916,0.418630
0.592482,0.593349
2.475134,3.165314
0.730889,0.568580
0.699004,0.687903
0.856642,1.132916
4.226714,4.550799
0.835563,0.786508
0.396842,0.398124
1.432245,1.414455
0.758227,0.669584
3.279329,2.884096
3.239104,3.834632
0.267215,0.262782
1.065320,0.998717
2.272196,2.145432
1.294057,1.162082
2.176383,2.627526
0.498009,0.499911
3.998321,7.086743
0.927600,0.955875
0.437389,0.674756
1.132206,1.044255
1.579821,1.580221
0.575963,0.526913
0.936194,0.936493
0.896594,0.930872
5.066095,4.385961
4.993021,4.695623
3.083260,2.890721
0.308793,0.321141
0.789177,0.678119
0.440669,0.446652
1.480710,1.493718
1.242547,1.274584
0.420219,0.433327
1.081129,1.013204
0.575573,0.588795
2.045171,2.231061
0.491030,0.559857
2.416789,2.807287
0.462737,0.654873
1.824141,0.626314
2.520322,2.826939
2.361100,2.387151
0.679497,0.655241
0.619799,0.627390
0.535962,0.522067
1.529290,2.210043
0.543823,0.545908
0.289156,0.491892
1.704238,1.775017
0.530138,0.528709
2.340784,1.731166
0.919418,0.899504
3.354629,3.371253
0.510819,0.504901
0.523363,0.504023
1.061927,0.974932
2.885753,2.260342
3.056212,2.354956
0.992809,0.971936
0.510278,0.419425
0.827249,0.762084
0.575168,0.557857
0.972690,0.959928
0.533615,0.544098
0.672681,0.655256
0.744306,0.649292
0.386056,0.410064
0.439310,0.468514
0.450718,0.455265
0.718539,0.708967
0.670805,0.664736
0.568160,0.573858
1.125165,0.990959
1.334544,1.384433
0.678328,0.644873
1.483914,1.462612
1.648789,1.675003
0.950082,0.906609
0.624607,0.645940
1.249039,1.248789
5.221892,5.271027
0.538828,0.557594
1.634976,1.340483
1.006661,0.988202
1.072191,1.145137
0.739580,0.765196
2.413228,2.542408
0.646736,0.657575
4.564414,3.137074
0.579813,0.583063
1.034475,1.137915
1.914001,1.860421
0.429113,0.430545
5.910243,4.278522
1.365861,1.424545
0.714163,0.716992
0.389785,0.399893
0.649274,0.636233
0.334479,0.345239
0.793998,0.809599
1.249886,1.230572
7.786759,6.936427
4.344755,3.376650
0.361193,0.286120
2.689275,2.842542
2.431192,2.578622
1.098120,1.265021
0.793920,0.828570
0.350570,0.297553
0.806376,0.802805
0.432559,0.433905
0.773003,0.779734
0.570282,0.582975
1.983252,1.991552
1.740051,1.803773
1.594795,1.288878
0.532470,0.529149
0.558305,0.574188
0.653464,0.643296
1.329162,1.312749
4.293919,3.791067
6.626378,5.701964
0.760541,0.738612
3.063948,3.214238
2.318071,2.187141
0.764932,0.755274
1.361465,1.339701
0.465049,0.458483
0.797503,0.467484
1.725613,1.762733
0.438069,0.431753
6.247354,5.515393
1.240905,1.311488
0.539206,0.541516
0.648002,0.671216
0.811027,0.839338
3.331736,2.762876
0.460590,0.545330
3.706284,3.606900
0.314242,0.314900
2.106425,2.002336
0.505737,0.479638
3.056252,2.835793
0.499389,0.494284
0.488962,0.478536
1.528837,1.634599
0.341298,0.367631
0.575068,0.566710
0.439117,0.406722
0.672064,0.707060
1.713109,1.694137
0.708184,0.706355
2.195709,2.057276
0.442527,0.454770
0.661733,0.810488
0.502876,0.509344
0.980147,1.135312
0.540373,0.543327
0.757907,0.741329
2.953200,3.282779
0.820600,0.805404
26.954990,6.642163
0.452083,0.400472
1.634610,1.565626
0.986083,0.962114
0.792386,0.820869
1.237106,1.263419
0.399846,0.406295
3.341504,3.741338
0.468962,0.458876
11.005502,6.717319
0.669138,0.683203
0.441002,0.452369
2.068873,1.794321
1.579058,1.000867
1.589127,1.742267
0.457588,0.485020
0.695662,0.684611
1.881796,1.728712
0.291905,0.309694
0.829330,0.764570
2.391976,2.382742
1.522769,1.520507
0.559390,0.549395
0.716967,0.713242
0.394751,0.428615
0.595075,0.599978
0.552004,0.579678
0.687353,0.651669
4.194001,5.665566
1.880345,1.661446
5.223854,4.544416
1.384838,1.458650
0.562026,0.539286
1.733196,1.698593
0.959814,0.941367
0.605697,0.635543
0.908145,0.966121
0.468759,0.443917
4.501613,4.572955
1.304184,1.317332
0.526683,0.538089
0.422924,0.390674
0.804805,0.758317
0.975900,0.944217
1.614376,1.565626
0.454085,0.563695
1.311899,1.248732
0.514867,0.629419
1.453771,1.239289
0.503137,0.553418
35.280516,7.068504
0.676955,0.686527
3.065469,3.176191
1.105741,1.077032
0.491493,0.513068
0.523718,0.522884
2.140596,2.281216
2.476312,4.811462
0.903655,0.852024
1.297995,1.312002
0.291214,0.358780
0.351674,0.359579
0.562771,0.569770
1.903192,1.948080
2.550893,3.097893
2.796730,2.754187
2.579535,2.052366
2.158317,2.276951
0.621147,0.613217
0.616615,0.603919
1.129768,1.084740
2.629326,4.356333
1.912563,2.076714
4.704614,4.580143
2.769754,2.497813
0.750448,0.737568
4.962212,4.551994
0.647707,0.659441
0.660167,0.652982
1.288839,1.215336
0.484520,0.491883
2.904698,3.291979
0.933462,0.947628
0.760593,0.750454
0.286653,0.274407
7.168534,2.050476
0.491424,0.507397
0.893881,0.865963
0.528478,0.541486
0.787948,0.772525
0.538018,0.551497
1.212418,1.136062
1.829896,2.032780
0.450637,0.440132
0.644738,0.624109
0.747224,0.730748
1.178054,1.037593
0.605760,0.622083
0.617904,0.590043
0.450999,0.450886
0.706076,0.647752
2.610691,2.310956
0.976579,0.949259
0.733389,0.782917
1.070120,1.026949
0.653822,0.436268
3.775749,4.820228
0.663026,0.639603
0.486567,0.359213
0.939615,0.953243
4.243954,5.024179
0.275788,0.794399
1.769893,1.778022
2.358865,2.208883
0.517896,0.486753
