recoP,trueP,recoTheta,trueTheta
1.604786,1.754712,19.271259,16.240878
3.476236,3.502703,13.030314,12.587490
1.334735,1.341154,18.112898,18.296044
0.632632,0.679080,41.854640,41.855228
2.921699,2.455414,17.044522,16.571991
1.530245,1.611914,13.588240,13.868435
4.845461,3.991531,9.457313,9.248135
0.671033,5.465140,22.808699,10.859497
3.857722,5.412752,8.641043,8.540770
1.220913,1.220069,9.356665,8.780826
1.078401,1.079408,17.746953,17.939911
3.747659,3.187514,7.796162,7.749676
1.280397,1.287542,31.250060,29.920642
3.491805,3.072841,11.377296,9.879738
0.470325,0.480914,32.445325,32.973763
1.819530,1.700580,22.781391,20.027641
4.064819,3.799846,10.551429,10.530726
2.368721,1.955057,5.324064,6.273105
10.835263,6.686330,0.371677,0.322034
7.500936,9.008979,2.491751,2.288243
4.829060,5.069609,7.954778,7.771047
3.756670,4.864940,9.844985,9.776802
0.776141,0.767772,9.707679,10.034346
5.734022,6.499571,5.904982,7.355301
0.579233,0.598821,40.536386,40.614297
1.241169,1.175190,11.748363,10.226623
30.687545,1.639221,26.762074,23.819854
2.359543,2.393445,18.710345,18.589261
2.352026,2.316155,14.655050,14.000070
1.857693,1.448532,27.125272,26.959749
5.082725,4.068292,1.320121,0.677820
1.445418,1.487883,5.013408,4.013272
0.626588,0.615413,36.487150,38.435528
3.617343,3.639117,9.588351,8.659571
0.828558,0.828141,32.184350,33.284133
1.567162,1.402336,19.130046,18.022196
0.967752,0.920180,16.912098,15.859345
1.329268,1.391073,44.762254,44.471752
2.321138,2.573197,14.909231,14.442384
0.986967,1.001569,35.184549,33.812411
3.745503,4.505044,5.711996,5.660432
0.925409,0.976300,26.833429,28.023578
1.680325,1.642378,6.568980,6.110707
1.797293,1.763421,8.912994,8.911186
11.791045,15.470724,4.780245,4.547173
0.332311,0.330984,25.252949,23.737798
5.994784,5.626554,5.275555,5.049621
1.229968,1.258769,6.603430,7.234350
0.619156,0.647445,30.044450,26.879309
1.051086,1.243039,38.279948,36.396329
0.746655,0.783906,35.424418,36.251700
0.989579,0.979647,24.908810,24.972968
2.278410,2.196083,18.494110,17.764636
2.124717,2.089105,12.192040,18.074730
1.173096,1.183515,13.089466,11.707384
0.513543,0.527902,30.234919,27.919632
2.825890,2.470785,5.534774,4.923025
1.217538,2.173148,15.952691,16.924162
0.585892,0.696405,47.026325,45.085234
2.238919,2.319041,17.903909,17.006102
0.931303,0.965933,15.937064,16.314859
4.177655,4.397564,14.232513,13.847532
2.064944,1.888281,6.980839,6.410073
2.780572,2.917835,16.150088,16.883653
1.404270,1.513999,31.519121,30.644356
1.294404,1.310866,13.966745,13.111193
0.748573,0.739935,8.079026,8.831287
0.653413,0.664979,12.778438,14.210883
0.696661,0.634362,42.625497,32.780461
0.973539,0.865329,32.274563,25.898070
3.275702,3.596228,4.972402,5.059157
1.936958,1.862793,20.293633,18.799440
37.176168,2.759271,16.895349,16.423748
1.353673,1.014232,39.791701,52.147672
0.395548,0.699994,14.989087,16.951135
0.620751,0.714964,30.123847,27.839341
1.307033,1.304146,25.734541,24.595460
0.861791,0.859990,22.231016,22.054451
1.042160,1.027922,23.411878,24.552873
2.611782,2.433096,8.438267,7.510996
2.385787,2.082161,13.616585,14.866896
0.420105,0.428518,51.177085,51.853403
0.747821,0.731149,32.439564,32.528803
0.670093,0.697796,32.796113,25.446460
1.658294,1.824034,17.479129,17.712211
1.225277,1.244123,11.256029,10.875056
0.832721,0.840484,25.601455,23.945159
0.864414,0.859771,32.124409,29.203460
20.447322,12.734705,0.680413,0.247082
0.470601,0.488205,18.046310,21.261128
8.690629,9.198504,2.490022,2.650332
0.370314,0.389092,38.307100,39.482775
2.712902,2.926762,11.522853,10.936051
3.936133,3.780496,10.486817,10.473242
0.785861,0.801895,13.960221,12.908886
1.462324,1.423217,7.427797,6.642072
4.238428,6.191357,4.774340,3.513741
2.060914,2.103822,13.053317,13.418040
0.838531,0.944447,23.257790,21.943270
1.662180,1.801524,9.719217,10.070757
1.588749,1.591040,8.237593,7.286638
0.820560,0.713655,37.110104,34.692478
3.202646,2.694626,7.601271,7.771224
5.569106,1.153123,52.901429,42.115992
1.638241,1.621311,7.079116,6.911514
11.024113,9.344023,3.966300,4.010148
1.232439,1.331088,21.151593,21.453310
2.394448,2.399025,14.648664,14.339162
3.712142,3.379010,9.778632,9.063819
0.513210,0.671336,26.958416,26.899447
5.646501,5.354560,3.310029,3.274886
15.103360,6.476333,12.663159,5.704167
5.021838,4.980821,0.377424,0.751734
1.685691,1.370046,9.620099,9.652700
3.853264,3.929897,3.588669,3.204302
1.035294,2.022341,8.096479,7.136661
1.349651,1.359235,13.148252,13.102278
1.025423,1.180255,33.759541,20.953441
3.156792,2.874817,2.273225,2.497792
0.949892,0.872729,18.683541,17.834315
1.249164,1.288319,13.794853,11.670502
1.005515,0.995913,19.019086,18.299438
0.488405,0.505371,20.286739,20.055822
2.659909,2.538124,8.914559,8.259564
0.603330,0.688248,16.329611,17.033299
1.299620,1.380360,34.710198,32.353948
2.583418,1.746048,11.290601,11.867754
17.894844,8.447584,1.964235,1.706627
2.011786,2.160227,19.655007,17.473545
1.389549,1.415096,22.155396,19.392167
5.509590,4.670968,10.512173,10.759398
4.376358,2.692625,6.732078,6.813249
0.939939,0.907786,29.006204,27.082486
1.552401,5.600343,9.187140,4.643002
2.048587,1.867379,17.865076,15.986801
0.529787,0.549282,17.869262,16.228822
0.573688,0.638877,42.624998,40.306116
2.156880,2.229006,9.097467,10.208700
3.046088,3.193092,6.783014,5.878866
2.040504,1.860795,7.925879,7.584031
0.836250,0.878265,27.368656,25.914594
0.636756,0.684411,8.485079,7.436694
0.861284,0.886903,30.746046,23.890980
0.944451,0.748871,42.889330,41.563539
6.161059,5.306319,3.669011,2.890560
0.698255,0.705551,23.831918,25.071746
5.933804,6.060817,9.056749,8.797812
3.976450,4.274155,4.566345,4.500498
2.132740,2.080881,12.246996,12.225000
9.317201,6.335853,9.961407,10.281510
2.605224,2.715557,6.210820,6.082958
1.149032,0.963052,28.827383,26.387414
4.615299,6.302182,9.463858,9.234078
2.877032,2.238001,8.464757,7.905867
0.794063,0.783993,22.667179,18.720913
0.603301,0.580668,31.509125,31.156864
2.505619,3.071862,8.342450,5.130608
0.741983,0.772436,34.845491,32.835246
0.786488,0.832746,14.740535,13.987049
1.450482,1.383184,18.258475,18.389370
2.084127,1.971024,7.980746,6.460986
1.753095,1.764052,11.857969,11.846297
1.705835,1.606998,20.546977,20.626230
6.607021,2.946393,11.386485,10.937275
2.068553,2.073755,6.622971,6.882990
2.558491,3.008455,7.094369,7.208269
2.966949,2.479933,11.604424,11.243477
2.962251,2.493678,13.686907,13.876710
0.969536,0.975436,19.264625,16.253597
1.142603,1.170160,12.084180,12.458973
1.134973,1.096680,17.971251,11.722118
4.489645,6.045136,5.825141,5.825982
2.201056,2.250664,4.029877,3.646528
1.389988,1.394326,20.826011,18.992523
13.817940,9.526893,2.067154,2.213020
5.725951,6.145874,5.444817,4.925532
2.680326,2.217140,9.407425,7.737231
1.446625,0.816934,13.368945,14.791212
1.019839,1.057681,16.581148,14.333163
2.682162,2.366990,8.052569,8.028275
2.072264,2.230533,6.935340,7.083382
0.618855,0.639111,35.273117,35.213893
1.402622,1.383792,18.954857,18.931640
1.756694,1.864840,18.407494,16.923329
1.380863,1.355365,16.059760,16.381699
1.992913,1.716233,10.225181,10.190050
1.394983,1.221154,28.015239,28.604616
0.641882,0.637074,28.106996,24.855143
2.544222,2.707916,13.160063,11.703849
1.127157,1.126272,11.009612,8.155166
34.803438,6.938992,2.509519,2.381706
0.966995,0.936441,26.791857,26.730271
0.773604,0.761406,24.352931,22.509105
1.889182,1.771438,16.654338,12.743821
1.884524,2.259378,7.514366,7.361807
0.693882,0.733556,28.611570,28.392690
5.764840,9.550090,5.931215,4.438708
3.304269,3.335903,4.363992,6.563216
0.730618,0.721189,29.540203,26.076567
0.580451,0.648490,6.866642,2.772764
5.805186,4.578284,1.849385,2.089940
0.743140,0.744734,19.992511,18.512403
1.795716,1.037068,34.251218,34.233278
1.281813,0.830661,13.607342,12.741979
0.489380,0.937859,25.881403,25.259720
1.225203,1.329650,19.965294,19.404084
3.852528,2.675160,27.076732,25.790343
2.838757,2.629305,12.420273,8.456702
3.998391,3.717814,9.650154,7.895382
3.291676,2.782772,7.971196,7.833660
2.884325,2.706857,17.447731,17.642290
2.081552,2.126729,16.509710,15.717601
1.914023,1.755481,8.452196,5.414682
0.799312,0.892414,25.784149,24.455144
1.705941,1.862990,2.412570,2.773752
1.364829,1.331745,37.964022,15.297776
7.401610,8.851035,1.246469,1.101629
4.298338,3.058034,14.286433,13.254187
2.171122,2.264530,11.347412,10.506275
0.611346,0.623222,9.187396,10.368720
6.023626,7.372441,3.235553,5.013916
5.591954,5.568946,6.311649,6.434163
0.455348,0.460417,30.146724,27.557016
2.825232,2.717418,16.313485,14.486342
1.208220,0.811712,27.481596,27.668856
9.435858,3.233798,7.527959,6.214733
0.703559,1.068422,19.322589,16.054994
2.300568,2.187849,19.227597,11.320372
2.176173,2.021036,13.974016,14.615894
2.678111,2.518760,4.147796,5.633464
0.919390,0.962465,42.827705,40.958139
1.726327,1.691806,25.086088,22.056006
3.254705,3.865722,6.916421,7.118027
5.015960,5.930772,6.678760,6.754502
10.723406,6.438465,4.933560,4.067124
7.478127,5.332729,3.995814,3.897370
2.600457,2.735944,9.717942,8.407819
0.943527,1.042910,3.987867,4.137821
1.193208,1.201743,18.358211,16.013265
0.448251,0.469049,39.712063,39.982077
1.850660,1.784127,11.479382,10.868701
0.458669,0.471427,27.399024,26.921661
2.019700,2.336907,15.546439,14.492607
1.436170,1.474524,20.727793,20.028668
0.956902,0.962703,23.994756,24.793615
1.803933,1.920458,19.795220,19.814451
1.732317,1.567609,9.739344,9.982489
0.564376,0.609245,35.870698,33.104401
19.902691,18.579367,4.140187,4.047092
5.557488,4.013960,11.355098,10.685480
1.000115,1.009803,34.040856,34.906817
0.852607,0.929906,15.566877,15.946949
1.895988,1.571240,7.782782,7.309517
1.781110,1.714145,12.543238,12.203403
1.549473,1.674635,24.375671,17.073288
2.093956,2.135103,14.944947,15.215781
1.511498,1.343020,20.148727,20.165922
1.968342,2.084627,12.551868,13.022859
1.666246,1.550068,7.512956,8.115733
0.931895,0.922332,38.088076,31.541677
0.951673,0.917919,22.917498,18.215338
12.666312,9.947390,6.232751,5.885231
3.089705,3.074223,3.414263,2.912150
5.972104,3.806745,3.728671,4.032743
9.171471,6.714430,5.745831,5.448991
2.441995,2.737655,4.515922,4.375063
0.899639,0.877917,38.325707,36.321171
6.217809,5.787740,3.111686,2.388107
1.726288,1.678509,18.995503,17.592564
0.473536,0.522972,30.072704,27.996468
1.981103,3.081244,28.353474,25.052002
1.360154,1.366274,22.186862,20.274729
1.601441,1.588270,14.215139,14.028867
0.904621,0.980348,30.106028,26.664382
2.097934,2.199557,25.021999,21.885678
1.478888,1.614802,20.722322,20.811598
0.927023,0.942057,17.632270,14.988796
7.676667,5.915699,4.001642,3.125559
0.878129,0.897738,19.072501,20.243938
2.573770,2.382985,9.888054,9.413921
0.548184,0.555933,5.146470,6.093134
4.820091,4.968250,5.228359,6.395680
9.903484,6.856518,3.934724,3.454681
1.110719,1.258083,16.763439,16.780907
2.523977,2.795677,8.417016,8.145844
3.266584,5.573655,5.514448,5.504026
1.435502,1.438546,10.681059,10.807349
0.941905,0.906182,14.686981,14.396620
0.765522,0.816411,4.824261,2.715268
1.583532,1.460753,22.820368,22.342741
8.354196,7.439672,5.031663,4.903607
2.237500,1.063106,35.752005,32.263280
30.808518,10.973309,0.662047,2.498732
1.749826,1.724886,8.903842,6.975695
1.293029,1.248131,19.726270,16.677356
2.793274,2.609255,14.023499,14.015872
1.696559,1.714021,7.252660,7.923055
1.249859,1.121131,19.050458,18.638692
1.441544,1.511339,13.754449,11.532935
4.140000,4.548276,9.904150,9.398939
0.374521,1.610845,21.501496,18.248488
1.328546,1.236502,16.620928,16.930414
9.170160,4.600584,6.761612,6.165006
0.849622,0.927008,21.329473,21.322674
34.318605,8.350693,2.793582,2.631729
1.042887,1.091275,26.223261,25.361313
9.213928,9.840371,2.399636,2.881335
13.921641,6.820228,5.880733,5.689373
2.477970,2.168241,5.035634,3.001331
0.643440,0.680490,8.511101,8.021792
0.986347,0.968320,10.824129,10.610979
4.605701,3.090730,10.467718,10.267246
1.703129,1.669131,17.190232,16.758015
1.749526,1.616321,14.642140,15.215365
0.648070,0.655048,50.235515,50.899517
1.101890,1.148191,8.861554,9.638392
