recoP,trueP,recoTheta,trueTheta
1.687197,1.187916,19.205019,16.989127
0.697124,0.644909,9.043136,9.132993
0.404625,0.344528,29.422145,27.996090
2.140864,1.883370,3.323664,3.847409
0.703112,0.691692,2.364551,1.379701
1.847157,1.714555,10.070542,10.592231
1.610302,1.528540,2.166634,2.285076
0.848009,0.929071,12.637523,12.661586
2.010890,1.865784,13.988292,14.303252
0.984793,2.301846,15.249796,15.259220
9.511550,5.247470,8.820447,7.637176
0.490340,0.528807,39.125001,37.792462
0.796810,0.832076,15.108884,14.553005
0.605423,0.626215,50.372377,49.986293
5.199361,5.312859,6.934152,6.501859
11.453809,8.870000,7.367455,7.380865
1.846345,1.967355,18.461579,18.373851
0.600825,0.642769,10.256395,9.702858
0.605367,0.622548,7.453194,12.341494
0.502795,0.505693,21.985279,20.143591
0.455789,0.469939,22.545286,21.784778
0.841818,0.848815,15.269455,15.898974
3.339785,3.181307,11.845232,12.337339
1.144456,1.126561,7.987040,9.237993
1.450166,1.188245,2.745236,4.155014
1.337621,1.366471,26.549386,25.540706
0.858670,0.809040,9.020925,7.945346
0.667515,0.679309,27.259699,26.025882
0.475015,0.490579,9.658747,11.844716
3.652882,3.139738,14.803019,14.706176
1.411933,1.439307,11.669776,11.860329
0.901160,0.639218,23.467193,25.039918
0.815916,0.825140,16.591210,16.717329
10.032325,7.867402,5.786756,5.612063
2.963794,2.749828,17.588552,17.251864
5.177643,3.903253,7.051991,6.521944
1.466714,1.499996,13.249152,14.183842
2.522915,2.425943,0.710794,0.807213
1.263232,1.271410,12.996782,12.635446
2.473675,2.186829,22.470018,21.823826
11.469881,0.658643,56.702016,15.989913
0.419601,0.419727,30.758929,33.212607
2.915893,1.733654,19.488466,19.526755
4.130967,4.683114,4.352847,3.017529
0.901127,0.538712,18.728839,17.128651
4.941053,6.874138,2.821818,2.906835
0.511437,0.523740,8.029986,12.292826
4.721373,5.405956,4.066112,4.005702
0.712253,0.778049,24.970315,24.342709
0.504349,0.520132,17.687038,18.979591
3.577550,5.445419,6.151126,6.604528
0.615299,0.591407,48.530784,46.703954
2.110063,1.543478,15.682099,15.510824
1.700704,1.847456,5.448631,3.682595
2.691879,2.896977,13.647406,13.725362
0.730018,0.710923,2.241841,3.927202
5.668692,6.318874,6.237814,3.995226
0.659435,0.711762,17.564136,17.769717
0.629913,0.638778,17.127967,16.532912
0.921541,0.935639,23.201119,22.320999
0.424218,0.560549,44.870061,40.970901
1.525971,1.303055,10.665551,10.784742
7.002712,6.648190,7.493629,7.293986
0.891856,0.943030,22.523392,24.005814
1.049689,1.042062,22.324452,21.699860
0.871724,0.894699,35.954493,36.292315
1.399624,1.357283,10.896232,11.856723
1.948987,1.396620,16.218468,16.507631
2.412188,2.449784,2.362398,2.723258
2.049732,2.056250,17.940388,18.427275
2.820352,2.793505,6.647414,8.953021
0.650241,0.690142,21.487981,19.315528
0.570259,0.612236,21.413937,21.635947
1.598639,1.716453,18.987979,18.955057
0.564449,0.543777,29.818497,30.219093
0.678726,0.700813,20.307472,21.695251
0.627760,0.616181,28.487505,27.387883
3.889652,3.603383,4.433984,4.946647
0.549213,0.528903,34.553993,34.132996
3.491574,3.602110,5.387070,4.543683
0.662570,0.669935,14.236888,13.882277
0.744536,0.751124,25.370472,22.250631
0.531663,0.590110,13.593763,15.342834
0.799385,0.885892,30.040132,30.271089
0.504511,0.524575,9.842408,10.465086
0.634033,0.649411,25.110917,26.248762
0.829219,0.995467,25.321841,22.078940
0.391518,0.406774,37.043511,36.234359
0.666267,0.590553,23.562195,23.143092
1.522464,1.381032,4.278648,5.692610
